event_id,gorilla_id,event_date,group_id,illness_type,severity,days_ill,recovered,veterinary_treated,transmission_source,n_sym_tourists_in_window,days_since_earliest_exposure,max_severity_score,tourism_proximate,max_severity_in_window,linkage_confidence,attributed_source,age_category,immunocompromised
GHE-01271,G-0011,2021-04-11,Susa,gastrointestinal,mild,3,1,0,background_seasonal,1,0.0,1,True,mild,0.57,tourism_attributed,adult_female,False
GHE-01272,G-0011,2021-05-14,Susa,respiratory,moderate,15,1,1,background_seasonal,5,4.0,2,True,moderate,0.98,tourism_attributed,adult_female,False
GHE-01273,G-0011,2021-09-02,Susa,respiratory,mild,4,1,0,tourism_linked,5,2.0,1,True,mild,0.97,tourism_attributed,adult_female,False
GHE-01274,G-0011,2021-10-28,Susa,respiratory,mild,5,1,0,background_seasonal,3,6.0,2,True,moderate,0.78,tourism_attributed,adult_female,False
GHE-01275,G-0011,2021-11-06,Susa,injury,mild,3,1,0,background_seasonal,0,,0,False,none,0.0,non_tourism,adult_female,False
GHE-01276,G-0011,2022-01-08,Susa,gastrointestinal,mild,5,1,0,background_seasonal,2,2.0,1,True,mild,0.67,tourism_attributed,adult_female,False
GHE-01277,G-0011,2022-02-01,Susa,respiratory,severe,28,1,0,tourism_linked,6,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01278,G-0011,2022-03-04,Susa,respiratory,moderate,11,1,1,background_seasonal,1,8.0,1,True,mild,0.49,tourism_possible,adult_female,False
GHE-01280,G-0011,2022-03-08,Susa,respiratory,mild,8,1,0,background_seasonal,2,0.0,1,True,mild,0.67,tourism_attributed,adult_female,False
GHE-01281,G-0011,2022-03-21,Susa,respiratory,mild,7,1,0,background_seasonal,4,2.0,2,True,moderate,0.92,tourism_attributed,adult_female,False
GHE-01282,G-0011,2022-03-22,Susa,respiratory,severe,31,1,0,tourism_linked,5,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01283,G-0011,2022-04-22,Susa,respiratory,moderate,16,1,0,background_seasonal,4,0.0,2,True,moderate,0.92,tourism_attributed,adult_female,False
GHE-01284,G-0011,2022-04-30,Susa,respiratory,moderate,18,1,1,tourism_linked,6,3.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01285,G-0011,2022-06-10,Susa,respiratory,severe,21,1,1,tourism_linked,5,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01286,G-0011,2022-11-13,Susa,other,mild,4,1,0,background_seasonal,2,3.0,1,True,mild,0.67,tourism_attributed,adult_female,False
GHE-01287,G-0011,2022-11-12,Susa,respiratory,moderate,18,1,1,background_seasonal,2,2.0,1,True,mild,0.67,tourism_attributed,adult_female,False
GHE-01288,G-0011,2022-11-15,Susa,respiratory,mild,4,1,0,background_seasonal,2,5.0,1,True,mild,0.63,tourism_attributed,adult_female,False
GHE-01289,G-0011,2022-12-28,Susa,respiratory,mild,3,1,0,background_seasonal,2,7.0,2,True,moderate,0.68,tourism_attributed,adult_female,False
GHE-01290,G-0011,2023-02-03,Susa,respiratory,mild,5,1,0,tourism_linked,2,6.0,1,True,mild,0.63,tourism_attributed,adult_female,False
GHE-01291,G-0011,2023-02-25,Susa,dermatological,mild,5,1,0,background_seasonal,5,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01292,G-0011,2023-03-18,Susa,respiratory,moderate,13,1,1,background_seasonal,5,6.0,2,True,moderate,0.98,tourism_attributed,adult_female,False
GHE-01293,G-0011,2023-03-24,Susa,gastrointestinal,mild,5,1,0,background_seasonal,3,0.0,2,True,moderate,0.82,tourism_attributed,adult_female,False
GHE-01294,G-0011,2023-04-11,Susa,gastrointestinal,mild,3,1,0,background_seasonal,3,2.0,2,True,moderate,0.82,tourism_attributed,adult_female,False
GHE-01295,G-0011,2023-04-12,Susa,respiratory,mild,4,1,0,background_seasonal,3,3.0,2,True,moderate,0.82,tourism_attributed,adult_female,False
GHE-01296,G-0011,2023-04-28,Susa,respiratory,mild,7,1,0,tourism_linked,5,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01297,G-0011,2023-04-29,Susa,gastrointestinal,mild,5,1,0,background_seasonal,6,0.0,3,True,severe,1.0,tourism_attributed,adult_female,False
GHE-01298,G-0011,2023-05-13,Susa,respiratory,mild,8,1,0,background_seasonal,4,6.0,3,True,severe,0.96,tourism_attributed,adult_female,False
GHE-01299,G-0011,2023-05-31,Susa,respiratory,fatal,15,0,1,background_seasonal,1,11.0,1,True,mild,0.45,tourism_possible,adult_female,False
GHE-01300,G-0011,2023-06-12,Susa,dermatological,severe,20,1,1,background_seasonal,5,0.0,1,True,mild,0.97,tourism_attributed,adult_female,False
GHE-01301,G-0011,2023-08-31,Susa,respiratory,moderate,15,1,1,tourism_linked,4,1.0,2,True,moderate,0.92,tourism_attributed,adult_female,False
GHE-01302,G-0011,2023-10-08,Susa,respiratory,mild,7,1,0,background_seasonal,4,2.0,3,True,severe,1.0,tourism_attributed,adult_female,False
GHE-01303,G-0011,2023-10-09,Susa,respiratory,moderate,8,1,1,background_seasonal,4,3.0,3,True,severe,1.0,tourism_attributed,adult_female,False
GHE-01304,G-0011,2023-11-15,Susa,respiratory,mild,7,1,0,background_seasonal,5,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01305,G-0011,2023-11-19,Susa,respiratory,moderate,15,1,0,background_seasonal,4,3.0,1,True,mild,0.87,tourism_attributed,adult_female,False
GHE-01306,G-0011,2023-11-20,Susa,respiratory,mild,6,1,0,background_seasonal,4,0.0,1,True,mild,0.87,tourism_attributed,adult_female,False
GHE-01307,G-0011,2023-12-28,Susa,respiratory,mild,7,1,0,tourism_linked,9,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01308,G-0011,2023-12-23,Susa,respiratory,moderate,9,1,1,background_seasonal,8,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01309,G-0012,2015-02-18,Susa,respiratory,mild,3,1,0,background_seasonal,7,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01310,G-0012,2015-03-08,Susa,gastrointestinal,mild,4,1,0,background_seasonal,3,1.0,1,True,mild,0.77,tourism_attributed,adult_female,False
GHE-01311,G-0012,2015-04-15,Susa,respiratory,mild,4,1,0,background_seasonal,4,2.0,2,True,moderate,0.92,tourism_attributed,adult_female,False
GHE-01312,G-0012,2015-05-02,Susa,respiratory,mild,8,1,0,background_seasonal,7,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01313,G-0012,2015-08-10,Susa,gastrointestinal,moderate,18,1,1,background_seasonal,3,6.0,2,True,moderate,0.78,tourism_attributed,adult_female,False
GHE-01314,G-0012,2015-11-18,Susa,respiratory,mild,8,1,0,background_seasonal,4,5.0,2,True,moderate,0.88,tourism_attributed,adult_female,False
GHE-01315,G-0012,2015-11-25,Susa,dermatological,severe,25,1,1,background_seasonal,3,4.0,2,True,moderate,0.78,tourism_attributed,adult_female,False
GHE-01316,G-0012,2015-12-19,Susa,dermatological,mild,6,1,0,background_seasonal,4,0.0,1,True,mild,0.87,tourism_attributed,adult_female,False
GHE-01317,G-0012,2015-12-25,Susa,respiratory,moderate,16,1,1,background_seasonal,4,1.0,1,True,mild,0.87,tourism_attributed,adult_female,False
GHE-01318,G-0012,2016-01-09,Susa,respiratory,moderate,7,1,1,tourism_linked,10,0.0,3,True,severe,1.0,tourism_attributed,adult_female,False
GHE-01319,G-0012,2016-02-04,Susa,respiratory,mild,4,1,0,background_seasonal,4,1.0,2,True,moderate,0.92,tourism_attributed,adult_female,False
GHE-01320,G-0012,2016-02-19,Susa,gastrointestinal,moderate,15,1,1,background_seasonal,3,0.0,2,True,moderate,0.82,tourism_attributed,adult_female,False
GHE-01321,G-0012,2016-02-22,Susa,respiratory,mild,3,1,0,background_seasonal,2,3.0,1,True,mild,0.67,tourism_attributed,adult_female,False
GHE-01322,G-0012,2016-06-07,Susa,respiratory,mild,5,1,0,tourism_linked,8,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01323,G-0012,2016-07-03,Susa,respiratory,mild,7,1,0,background_seasonal,6,3.0,1,True,mild,0.97,tourism_attributed,adult_female,False
GHE-01324,G-0012,2016-07-31,Susa,respiratory,mild,4,1,0,tourism_linked,5,1.0,3,True,severe,1.0,tourism_attributed,adult_female,False
GHE-01325,G-0012,2016-08-08,Susa,respiratory,mild,3,1,0,tourism_linked,8,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01326,G-0012,2016-08-20,Susa,respiratory,moderate,16,1,1,tourism_linked,7,4.0,2,True,moderate,0.98,tourism_attributed,adult_female,False
GHE-01327,G-0012,2016-11-15,Susa,other,moderate,18,1,1,background_seasonal,1,9.0,2,True,moderate,0.54,tourism_attributed,adult_female,False
GHE-01328,G-0012,2016-11-25,Susa,respiratory,moderate,14,1,1,background_seasonal,3,2.0,1,True,mild,0.77,tourism_attributed,adult_female,False
GHE-01329,G-0012,2017-01-08,Susa,other,mild,6,1,0,background_seasonal,3,2.0,2,True,moderate,0.82,tourism_attributed,adult_female,False
GHE-01330,G-0012,2017-01-12,Susa,gastrointestinal,mild,6,1,0,background_seasonal,4,0.0,2,True,moderate,0.92,tourism_attributed,adult_female,False
GHE-01331,G-0012,2017-03-07,Susa,respiratory,mild,7,1,0,background_seasonal,4,8.0,1,True,mild,0.79,tourism_attributed,adult_female,False
GHE-01332,G-0012,2017-03-22,Susa,respiratory,mild,7,1,0,background_seasonal,3,4.0,2,True,moderate,0.78,tourism_attributed,adult_female,False
GHE-01333,G-0012,2017-03-28,Susa,gastrointestinal,mild,7,1,0,background_seasonal,2,5.0,1,True,mild,0.63,tourism_attributed,adult_female,False
GHE-01334,G-0012,2017-04-12,Susa,respiratory,moderate,8,1,1,background_seasonal,5,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01335,G-0012,2017-04-20,Susa,respiratory,mild,7,1,0,background_seasonal,4,3.0,1,True,mild,0.87,tourism_attributed,adult_female,False
GHE-01336,G-0012,2017-05-07,Susa,respiratory,severe,34,1,1,background_seasonal,4,0.0,2,True,moderate,0.92,tourism_attributed,adult_female,False
GHE-01337,G-0012,2017-06-15,Susa,respiratory,mild,8,1,0,background_seasonal,2,5.0,1,True,mild,0.63,tourism_attributed,adult_female,False
GHE-01338,G-0012,2017-09-11,Susa,respiratory,mild,4,1,0,tourism_linked,5,2.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01339,G-0012,2017-10-10,Susa,respiratory,moderate,8,1,1,background_seasonal,7,4.0,2,True,moderate,0.98,tourism_attributed,adult_female,False
GHE-01340,G-0012,2017-12-30,Susa,respiratory,moderate,15,1,1,background_seasonal,2,2.0,1,True,mild,0.67,tourism_attributed,adult_female,False
GHE-01341,G-0012,2018-03-10,Susa,respiratory,moderate,14,1,1,tourism_linked,3,0.0,2,True,moderate,0.82,tourism_attributed,adult_female,False
GHE-01342,G-0012,2018-03-13,Susa,gastrointestinal,moderate,7,1,1,background_seasonal,3,3.0,2,True,moderate,0.82,tourism_attributed,adult_female,False
GHE-01343,G-0012,2018-03-28,Susa,respiratory,moderate,12,1,1,background_seasonal,5,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01344,G-0012,2018-04-21,Susa,respiratory,moderate,17,1,1,background_seasonal,7,4.0,1,True,mild,0.93,tourism_attributed,adult_female,False
GHE-01345,G-0012,2018-05-20,Susa,respiratory,mild,3,1,0,background_seasonal,1,3.0,2,True,moderate,0.62,tourism_attributed,adult_female,False
GHE-01346,G-0012,2018-07-05,Susa,respiratory,mild,3,1,0,background_seasonal,3,8.0,2,True,moderate,0.74,tourism_attributed,adult_female,False
GHE-01347,G-0012,2018-08-12,Susa,respiratory,mild,5,1,0,background_seasonal,4,1.0,1,True,mild,0.87,tourism_attributed,adult_female,False
GHE-01348,G-0012,2018-08-16,Susa,respiratory,mild,3,1,0,background_seasonal,5,2.0,1,True,mild,0.97,tourism_attributed,adult_female,False
GHE-01349,G-0012,2018-10-02,Susa,respiratory,mild,3,1,0,tourism_linked,5,10.0,1,True,mild,0.89,tourism_attributed,adult_female,False
GHE-01350,G-0012,2018-10-31,Susa,respiratory,mild,6,1,0,background_seasonal,6,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01351,G-0012,2018-11-12,Susa,respiratory,severe,23,1,1,background_seasonal,3,13.0,2,True,moderate,0.7,tourism_attributed,adult_female,False
GHE-01352,G-0012,2018-12-11,Susa,dermatological,severe,15,1,1,background_seasonal,3,4.0,2,True,moderate,0.78,tourism_attributed,adult_female,False
GHE-01353,G-0012,2019-03-18,Susa,respiratory,mild,6,1,0,background_seasonal,5,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01354,G-0012,2019-04-23,Susa,other,moderate,7,1,0,background_seasonal,3,0.0,1,True,mild,0.77,tourism_attributed,adult_female,False
GHE-01355,G-0012,2019-05-14,Susa,gastrointestinal,mild,8,1,0,background_seasonal,6,1.0,1,True,mild,0.97,tourism_attributed,adult_female,False
GHE-01356,G-0012,2019-05-27,Susa,respiratory,mild,8,1,0,background_seasonal,6,0.0,1,True,mild,0.97,tourism_attributed,adult_female,False
GHE-01357,G-0012,2019-07-15,Susa,respiratory,mild,3,1,0,background_seasonal,2,4.0,1,True,mild,0.63,tourism_attributed,adult_female,False
GHE-01358,G-0012,2019-08-24,Susa,respiratory,severe,17,1,0,tourism_linked,4,8.0,1,True,mild,0.79,tourism_attributed,adult_female,False
GHE-01359,G-0012,2019-11-11,Susa,other,mild,7,1,0,background_seasonal,1,0.0,2,True,moderate,0.62,tourism_attributed,adult_female,False
GHE-01360,G-0012,2019-12-05,Susa,dermatological,mild,6,1,0,background_seasonal,4,0.0,1,True,mild,0.87,tourism_attributed,adult_female,False
GHE-01361,G-0012,2020-01-10,Susa,respiratory,mild,8,1,0,background_seasonal,11,2.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01362,G-0012,2020-03-10,Susa,gastrointestinal,moderate,12,1,0,background_seasonal,0,,0,False,none,0.0,non_tourism,adult_female,False
GHE-01363,G-0012,2020-03-26,Susa,respiratory,mild,3,1,0,background_seasonal,7,2.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01364,G-0012,2020-04-10,Susa,dermatological,mild,8,1,0,background_seasonal,0,,0,False,none,0.0,non_tourism,adult_female,False
GHE-01365,G-0012,2020-05-18,Susa,injury,mild,4,1,0,background_seasonal,7,1.0,1,True,mild,0.97,tourism_attributed,adult_female,False
GHE-01366,G-0012,2020-05-26,Susa,respiratory,mild,4,1,0,background_seasonal,5,9.0,1,True,mild,0.89,tourism_attributed,adult_female,False
GHE-01367,G-0012,2020-07-27,Susa,respiratory,moderate,7,1,1,tourism_linked,10,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01368,G-0012,2020-08-03,Susa,respiratory,mild,5,1,0,tourism_linked,9,2.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01369,G-0012,2020-08-31,Susa,respiratory,fatal,11,0,1,tourism_linked,5,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01370,G-0012,2020-09-26,Susa,respiratory,mild,3,1,0,tourism_linked,4,0.0,3,True,severe,1.0,tourism_attributed,adult_female,False
GHE-01371,G-0012,2020-10-16,Susa,respiratory,mild,4,1,0,tourism_linked,3,11.0,2,True,moderate,0.7,tourism_attributed,adult_female,False
GHE-01373,G-0012,2020-10-22,Susa,dermatological,mild,4,1,0,background_seasonal,5,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01374,G-0012,2020-10-28,Susa,respiratory,moderate,18,1,1,background_seasonal,6,5.0,2,True,moderate,0.98,tourism_attributed,adult_female,False
GHE-01375,G-0012,2020-11-11,Susa,injury,mild,5,1,0,background_seasonal,5,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01376,G-0012,2021-01-07,Susa,respiratory,moderate,13,1,0,tourism_linked,4,5.0,2,True,moderate,0.88,tourism_attributed,adult_female,False
GHE-01377,G-0012,2021-01-17,Susa,respiratory,mild,8,1,0,background_seasonal,4,2.0,1,True,mild,0.87,tourism_attributed,adult_female,False
GHE-01378,G-0012,2021-03-15,Susa,respiratory,mild,5,1,0,background_seasonal,2,2.0,2,True,moderate,0.72,tourism_attributed,adult_female,False
GHE-01379,G-0012,2021-03-28,Susa,respiratory,moderate,7,1,1,background_seasonal,1,3.0,2,True,moderate,0.62,tourism_attributed,adult_female,False
GHE-01380,G-0012,2021-04-05,Susa,respiratory,mild,7,1,0,background_seasonal,1,11.0,2,True,moderate,0.5,tourism_attributed,adult_female,False
GHE-01381,G-0012,2021-04-29,Susa,respiratory,fatal,8,0,1,background_seasonal,3,10.0,2,True,moderate,0.74,tourism_attributed,adult_female,False
GHE-01382,G-0012,2021-07-16,Susa,respiratory,mild,4,1,0,tourism_linked,4,2.0,3,True,severe,1.0,tourism_attributed,adult_female,False
GHE-01383,G-0012,2021-08-21,Susa,respiratory,mild,6,1,0,background_seasonal,7,4.0,2,True,moderate,0.98,tourism_attributed,adult_female,False
GHE-01384,G-0012,2021-09-28,Susa,injury,mild,8,1,0,background_seasonal,3,3.0,3,True,severe,0.9,tourism_attributed,adult_female,False
GHE-01385,G-0012,2021-11-14,Susa,respiratory,mild,8,1,0,background_seasonal,3,2.0,2,True,moderate,0.82,tourism_attributed,adult_female,False
GHE-01386,G-0012,2021-11-15,Susa,respiratory,mild,7,1,0,tourism_linked,3,3.0,2,True,moderate,0.82,tourism_attributed,adult_female,False
GHE-01387,G-0012,2021-11-26,Susa,respiratory,mild,8,1,0,background_seasonal,3,0.0,1,True,mild,0.77,tourism_attributed,adult_female,False
GHE-01388,G-0012,2022-02-03,Susa,respiratory,moderate,13,1,1,tourism_linked,7,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01389,G-0012,2022-02-14,Susa,respiratory,mild,4,1,0,tourism_linked,8,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01390,G-0012,2022-04-05,Susa,gastrointestinal,mild,7,1,0,background_seasonal,4,6.0,2,True,moderate,0.88,tourism_attributed,adult_female,False
GHE-01391,G-0012,2022-04-13,Susa,respiratory,mild,8,1,0,background_seasonal,5,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01392,G-0012,2022-04-14,Susa,respiratory,mild,8,1,0,background_seasonal,4,0.0,2,True,moderate,0.92,tourism_attributed,adult_female,False
GHE-01393,G-0012,2022-04-25,Susa,respiratory,severe,27,1,1,background_seasonal,6,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01394,G-0012,2022-05-14,Susa,respiratory,moderate,11,1,1,background_seasonal,1,12.0,2,True,moderate,0.5,tourism_attributed,adult_female,False
GHE-01395,G-0012,2022-10-03,Susa,injury,mild,4,1,0,background_seasonal,7,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01396,G-0012,2022-10-08,Susa,gastrointestinal,mild,4,1,0,background_seasonal,8,3.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01397,G-0012,2022-11-05,Susa,other,mild,6,1,0,background_seasonal,4,2.0,2,True,moderate,0.92,tourism_attributed,adult_female,False
GHE-01398,G-0012,2022-11-28,Susa,respiratory,fatal,6,0,1,background_seasonal,4,0.0,2,True,moderate,0.92,tourism_attributed,adult_female,False
GHE-01399,G-0012,2022-12-20,Susa,respiratory,mild,3,1,0,background_seasonal,3,2.0,2,True,moderate,0.82,tourism_attributed,adult_female,False
GHE-01400,G-0012,2023-01-06,Susa,respiratory,moderate,10,1,1,background_seasonal,6,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01401,G-0012,2023-01-14,Susa,respiratory,mild,5,1,0,background_seasonal,7,2.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01402,G-0012,2023-01-29,Susa,respiratory,mild,3,1,0,background_seasonal,2,1.0,1,True,mild,0.67,tourism_attributed,adult_female,False
GHE-01403,G-0012,2023-05-10,Susa,dermatological,mild,4,1,0,background_seasonal,8,3.0,3,True,severe,1.0,tourism_attributed,adult_female,False
GHE-01404,G-0012,2023-05-16,Susa,respiratory,mild,5,1,0,background_seasonal,5,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01405,G-0012,2023-08-14,Susa,respiratory,mild,3,1,0,tourism_linked,7,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01406,G-0012,2023-09-11,Susa,respiratory,mild,5,1,0,background_seasonal,5,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01407,G-0012,2023-10-09,Susa,respiratory,mild,5,1,0,background_seasonal,4,3.0,3,True,severe,1.0,tourism_attributed,adult_female,False
GHE-01408,G-0012,2023-11-18,Susa,dermatological,mild,3,1,0,background_seasonal,5,2.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01409,G-0012,2023-12-02,Susa,respiratory,mild,5,1,0,tourism_linked,2,4.0,1,True,mild,0.63,tourism_attributed,adult_female,False
GHE-01410,G-0012,2023-12-27,Susa,respiratory,moderate,10,1,1,tourism_linked,10,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01411,G-0012,2023-12-26,Susa,respiratory,mild,3,1,0,tourism_linked,9,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01412,G-0013,2015-01-23,Susa,gastrointestinal,moderate,16,1,0,background_seasonal,3,2.0,2,True,moderate,0.82,tourism_attributed,adult_female,False
GHE-01413,G-0013,2015-02-02,Susa,dermatological,moderate,10,1,1,background_seasonal,5,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01414,G-0013,2015-03-18,Susa,respiratory,moderate,14,1,1,background_seasonal,2,6.0,1,True,mild,0.63,tourism_attributed,adult_female,False
GHE-01415,G-0013,2015-04-04,Susa,respiratory,mild,7,1,0,background_seasonal,2,4.0,1,True,mild,0.63,tourism_attributed,adult_female,False
GHE-01416,G-0013,2015-04-10,Susa,gastrointestinal,mild,6,1,0,background_seasonal,3,3.0,1,True,mild,0.77,tourism_attributed,adult_female,False
GHE-01417,G-0013,2015-04-25,Susa,respiratory,mild,8,1,0,tourism_linked,8,5.0,3,True,severe,1.0,tourism_attributed,adult_female,False
GHE-01418,G-0013,2015-05-04,Susa,respiratory,fatal,17,0,1,background_seasonal,8,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01419,G-0013,2015-05-15,Susa,respiratory,mild,3,1,0,background_seasonal,5,5.0,2,True,moderate,0.98,tourism_attributed,adult_female,False
GHE-01420,G-0013,2015-11-23,Susa,respiratory,mild,3,1,0,tourism_linked,5,2.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01421,G-0013,2015-12-10,Susa,gastrointestinal,mild,6,1,0,background_seasonal,2,0.0,1,True,mild,0.67,tourism_attributed,adult_female,False
GHE-01422,G-0013,2016-02-20,Susa,respiratory,moderate,17,1,0,background_seasonal,2,1.0,1,True,mild,0.67,tourism_attributed,adult_female,False
GHE-01423,G-0013,2016-03-09,Susa,other,mild,7,1,0,background_seasonal,8,2.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01424,G-0013,2016-04-05,Susa,respiratory,moderate,14,1,1,background_seasonal,4,3.0,3,True,severe,1.0,tourism_attributed,adult_female,False
GHE-01425,G-0013,2016-05-05,Susa,respiratory,mild,4,1,0,background_seasonal,5,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01426,G-0013,2016-05-20,Susa,respiratory,moderate,11,1,0,background_seasonal,5,2.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01427,G-0013,2016-07-23,Susa,respiratory,moderate,17,1,1,tourism_linked,6,0.0,3,True,severe,1.0,tourism_attributed,adult_female,False
GHE-01428,G-0013,2016-08-22,Susa,respiratory,mild,5,1,0,background_seasonal,8,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01429,G-0013,2016-09-27,Susa,respiratory,mild,7,1,0,tourism_linked,5,3.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01430,G-0013,2016-12-27,Susa,respiratory,mild,4,1,0,background_seasonal,6,2.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01431,G-0013,2017-02-17,Susa,dermatological,mild,6,1,0,background_seasonal,6,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01432,G-0013,2017-04-02,Susa,gastrointestinal,mild,7,1,0,background_seasonal,2,0.0,1,True,mild,0.67,tourism_attributed,adult_female,False
GHE-01433,G-0013,2017-04-08,Susa,injury,mild,6,1,0,background_seasonal,4,1.0,2,True,moderate,0.92,tourism_attributed,adult_female,False
GHE-01434,G-0013,2017-04-22,Susa,respiratory,severe,21,1,1,background_seasonal,3,5.0,1,True,mild,0.73,tourism_attributed,adult_female,False
GHE-01435,G-0013,2017-05-08,Susa,respiratory,severe,32,1,1,background_seasonal,3,1.0,2,True,moderate,0.82,tourism_attributed,adult_female,False
GHE-01436,G-0013,2017-07-02,Susa,respiratory,mild,7,1,0,background_seasonal,8,3.0,3,True,severe,1.0,tourism_attributed,adult_female,False
GHE-01437,G-0013,2017-07-19,Susa,respiratory,moderate,8,1,1,background_seasonal,7,0.0,3,True,severe,1.0,tourism_attributed,adult_female,False
GHE-01438,G-0013,2017-09-24,Susa,respiratory,mild,8,1,0,background_seasonal,4,1.0,1,True,mild,0.87,tourism_attributed,adult_female,False
GHE-01439,G-0013,2017-10-27,Susa,gastrointestinal,moderate,16,1,1,background_seasonal,1,12.0,2,True,moderate,0.5,tourism_attributed,adult_female,False
GHE-01440,G-0013,2017-11-08,Susa,respiratory,moderate,18,1,0,background_seasonal,2,5.0,2,True,moderate,0.68,tourism_attributed,adult_female,False
GHE-01441,G-0013,2018-01-23,Susa,respiratory,moderate,14,1,0,background_seasonal,6,4.0,2,True,moderate,0.98,tourism_attributed,adult_female,False
GHE-01442,G-0013,2018-01-24,Susa,respiratory,mild,4,1,0,background_seasonal,5,5.0,2,True,moderate,0.98,tourism_attributed,adult_female,False
GHE-01443,G-0013,2018-03-14,Susa,other,mild,6,1,0,background_seasonal,2,4.0,2,True,moderate,0.68,tourism_attributed,adult_female,False
GHE-01444,G-0013,2018-03-27,Susa,respiratory,mild,6,1,0,background_seasonal,4,0.0,2,True,moderate,0.92,tourism_attributed,adult_female,False
GHE-01445,G-0013,2018-04-26,Susa,respiratory,moderate,13,1,1,tourism_linked,4,9.0,1,True,mild,0.79,tourism_attributed,adult_female,False
GHE-01446,G-0013,2018-04-20,Susa,gastrointestinal,mild,8,1,0,background_seasonal,7,3.0,1,True,mild,0.97,tourism_attributed,adult_female,False
GHE-01447,G-0013,2018-05-20,Susa,respiratory,mild,7,1,0,background_seasonal,1,3.0,2,True,moderate,0.62,tourism_attributed,adult_female,False
GHE-01448,G-0013,2018-06-28,Susa,dermatological,moderate,14,1,1,background_seasonal,7,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01449,G-0013,2018-06-27,Susa,respiratory,fatal,21,0,1,background_seasonal,8,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-01450,G-0013,2018-07-31,Susa,respiratory,severe,22,1,1,background_seasonal,4,8.0,2,True,moderate,0.84,tourism_attributed,adult_female,False
GHE-01451,G-0013,2018-10-18,Susa,injury,mild,5,1,0,background_seasonal,5,4.0,2,True,moderate,0.98,tourism_attributed,adult_female,False
GHE-01452,G-0013,2018-11-10,Susa,respiratory,mild,4,1,0,background_seasonal,4,11.0,2,True,moderate,0.8,tourism_attributed,adult_female,False
