event_id,gorilla_id,event_date,group_id,illness_type,severity,days_ill,recovered,veterinary_treated,transmission_source,linked_tourist_visit,name,sex,age_years,age_category,immunocompromised,status,altitude_m,year,month,quarter,season,rainfall_mm,temp_mean_c,humidity_pct,is_respiratory,is_severe,is_fatal
GHE-08401,G-0046,2023-07-24,Pablo,respiratory,moderate,15,True,False,tourism_linked,2023-07-15,Imbaraga,M,4,juvenile,False,alive,2900,2023,7,3,dry_long,6.14,14.1,62.9,1,0,0
GHE-02912,G-0022,2021-03-03,Susa,other,moderate,15,True,True,background_seasonal,,Ubumwe,M,5,juvenile,False,alive,3200,2021,3,1,wet_long,29.07,9.9,86.1,0,0,0
GHE-09922,G-0050,2022-03-11,Pablo,respiratory,moderate,7,True,False,maternal_intragroup,,Amahoro,F,2,infant,False,alive,2900,2022,3,1,wet_long,0.24,9.8,78.5,1,0,0
GHE-02283,G-0019,2019-03-19,Susa,respiratory,moderate,11,True,False,background_seasonal,,Igihango,M,4,juvenile,False,alive,3200,2019,3,1,wet_long,21.92,9.3,80.8,1,0,0
GHE-02909,G-0022,2021-02-13,Susa,other,moderate,8,True,True,background_seasonal,,Ubumwe,M,5,juvenile,False,alive,3200,2021,2,1,dry_short,1.73,12.8,59.1,0,0,0
GHE-09918,G-0050,2022-02-25,Pablo,respiratory,moderate,8,True,True,maternal_intragroup,,Amahoro,F,2,infant,False,alive,2900,2022,2,1,dry_short,1.4,13.2,65.3,1,0,0
GHE-06065,G-0029,2020-05-27,Pablo,gastrointestinal,moderate,14,True,True,background_seasonal,,Isango,M,18,silverback,False,alive,2900,2020,5,2,wet_long,22.91,11.5,80.1,0,0,0
GHE-03343,G-0023,2021-12-25,Susa,respiratory,moderate,15,True,True,background_seasonal,,Munyinya,M,0,infant,False,alive,3200,2021,12,4,dry_short,0.68,12.8,59.5,1,0,0
GHE-09940,G-0050,2022-09-19,Pablo,respiratory,moderate,8,True,True,tourism_linked,2022-09-06,Amahoro,F,2,infant,False,alive,2900,2022,9,3,dry_long,0.67,15.0,58.6,1,0,0
GHE-11692,G-0064,2016-05-26,Agasha,respiratory,moderate,14,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2016,5,2,wet_long,0.9,10.7,78.8,1,0,0
GHE-02495,G-0020,2020-05-03,Susa,dermatological,moderate,12,True,True,background_seasonal,,Zirikana,M,3,juvenile,False,alive,3200,2020,5,2,wet_long,4.23,10.5,82.2,0,0,0
GHE-02903,G-0022,2020-10-11,Susa,gastrointestinal,moderate,12,True,True,background_seasonal,,Ubumwe,M,5,juvenile,False,alive,3200,2020,10,4,wet_short,3.69,11.7,69.0,0,0,0
GHE-02902,G-0022,2020-09-01,Susa,respiratory,moderate,10,True,True,tourism_linked,2020-08-19,Ubumwe,M,5,juvenile,False,alive,3200,2020,9,3,dry_long,0.08,15.0,42.8,1,0,0
GHE-02079,G-0018,2018-03-06,Susa,injury,moderate,13,True,False,background_seasonal,,Giraneza,M,6,juvenile,False,alive,3200,2018,3,1,wet_long,3.39,11.4,79.1,0,0,0
GHE-02280,G-0019,2018-10-19,Susa,gastrointestinal,moderate,8,True,True,background_seasonal,,Igihango,M,4,juvenile,False,alive,3200,2018,10,4,wet_short,4.43,11.2,74.0,0,0,0
GHE-02899,G-0022,2020-07-08,Susa,respiratory,moderate,12,True,True,background_seasonal,,Ubumwe,M,5,juvenile,False,alive,3200,2020,7,3,dry_long,1.71,14.2,54.2,1,0,0
GHE-11908,G-0065,2017-12-06,Agasha,respiratory,moderate,7,True,False,background_seasonal,,Akagera,M,6,juvenile,False,alive,3100,2017,12,4,dry_short,3.57,11.8,55.9,1,0,0
GHE-06059,G-0029,2020-02-23,Pablo,respiratory,moderate,8,True,True,tourism_linked,2020-02-21,Isango,M,18,silverback,False,alive,2900,2020,2,1,dry_short,4.2,11.8,68.6,1,0,0
GHE-02276,G-0019,2018-05-22,Susa,respiratory,moderate,17,True,False,background_seasonal,,Igihango,M,4,juvenile,False,alive,3200,2018,5,2,wet_long,13.54,10.0,79.3,1,0,0
GHE-06057,G-0029,2020-01-12,Pablo,respiratory,moderate,8,True,False,background_seasonal,,Isango,M,18,silverback,False,alive,2900,2020,1,1,dry_short,9.41,12.7,62.2,1,0,0
GHE-06056,G-0029,2020-01-06,Pablo,respiratory,moderate,8,True,True,background_seasonal,,Isango,M,18,silverback,False,alive,2900,2020,1,1,dry_short,0.04,12.0,68.8,1,0,0
GHE-06091,G-0029,2021-03-09,Pablo,respiratory,moderate,9,True,True,background_seasonal,,Isango,M,18,silverback,False,alive,2900,2021,3,1,wet_long,5.64,11.2,81.5,1,0,0
GHE-06090,G-0029,2021-03-08,Pablo,respiratory,moderate,12,True,True,background_seasonal,,Isango,M,18,silverback,False,alive,2900,2021,3,1,wet_long,5.14,8.9,73.8,1,0,0
GHE-11689,G-0064,2016-04-21,Agasha,respiratory,moderate,14,True,True,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2016,4,2,wet_long,2.28,9.8,93.0,1,0,0
GHE-11333,G-0061,2016-05-21,Agasha,respiratory,moderate,16,True,False,background_seasonal,,Umugeni,F,26,adult_female,False,alive,3100,2016,5,2,wet_long,1.08,9.2,77.0,1,0,0
GHE-02078,G-0018,2018-03-05,Susa,dermatological,moderate,9,True,True,background_seasonal,,Giraneza,M,6,juvenile,False,alive,3200,2018,3,1,wet_long,0.49,13.0,75.8,0,0,0
GHE-06081,G-0029,2020-12-17,Pablo,respiratory,moderate,7,True,True,tourism_linked,2020-12-12,Isango,M,18,silverback,False,alive,2900,2020,12,4,dry_short,15.38,11.7,57.5,1,0,0
GHE-06079,G-0029,2020-12-02,Pablo,gastrointestinal,moderate,17,True,True,background_seasonal,,Isango,M,18,silverback,False,alive,2900,2020,12,4,dry_short,1.41,12.9,69.1,0,0,0
GHE-11906,G-0065,2017-11-13,Agasha,respiratory,moderate,17,True,False,background_seasonal,,Akagera,M,6,juvenile,False,alive,3100,2017,11,4,wet_short,6.69,12.0,76.9,1,0,0
GHE-10798,G-0055,2023-04-04,Agasha,respiratory,moderate,9,True,True,background_seasonal,,Icyizere,M,15,adult_male,False,alive,3100,2023,4,2,wet_long,2.85,10.0,87.1,1,0,0
GHE-11686,G-0064,2016-02-22,Agasha,respiratory,moderate,15,True,True,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2016,2,1,dry_short,2.7,13.2,59.3,1,0,0
GHE-06075,G-0029,2020-09-14,Pablo,respiratory,moderate,18,True,False,background_seasonal,,Isango,M,18,silverback,False,alive,2900,2020,9,3,dry_long,1.28,12.8,64.2,1,0,0
GHE-08415,G-0047,2015-01-21,Pablo,respiratory,moderate,15,True,False,background_seasonal,,Titus,M,6,juvenile,False,alive,2900,2015,1,1,dry_short,0.83,14.1,56.1,1,0,0
GHE-06072,G-0029,2020-07-27,Pablo,respiratory,moderate,11,True,True,background_seasonal,,Isango,M,18,silverback,False,alive,2900,2020,7,3,dry_long,1.87,13.9,51.2,1,0,0
GHE-06070,G-0029,2020-07-22,Pablo,respiratory,moderate,14,True,True,tourism_linked,2020-07-17,Isango,M,18,silverback,False,alive,2900,2020,7,3,dry_long,0.11,13.6,65.7,1,0,0
GHE-06069,G-0029,2020-07-15,Pablo,respiratory,moderate,16,True,True,tourism_linked,2020-07-05,Isango,M,18,silverback,False,alive,2900,2020,7,3,dry_long,0.87,14.3,53.9,1,0,0
GHE-08414,G-0047,2015-01-10,Pablo,respiratory,moderate,12,True,True,background_seasonal,,Titus,M,6,juvenile,False,alive,2900,2015,1,1,dry_short,2.12,13.2,60.5,1,0,0
GHE-11328,G-0061,2016-03-24,Agasha,dermatological,moderate,13,True,True,background_seasonal,,Umugeni,F,26,adult_female,False,alive,3100,2016,3,1,wet_long,18.37,11.0,90.5,0,0,0
GHE-06108,G-0029,2021-11-22,Pablo,respiratory,moderate,10,True,False,tourism_linked,2021-11-08,Isango,M,18,silverback,False,alive,2900,2021,11,4,wet_short,8.47,11.7,76.6,1,0,0
GHE-02077,G-0018,2018-02-26,Susa,respiratory,moderate,8,True,True,tourism_linked,2018-02-19,Giraneza,M,6,juvenile,False,alive,3200,2018,2,1,dry_short,5.81,15.1,63.3,1,0,0
GHE-02481,G-0020,2019-09-17,Susa,respiratory,moderate,16,True,False,background_seasonal,,Zirikana,M,3,juvenile,False,alive,3200,2019,9,3,dry_long,0.48,13.0,47.9,1,0,0
GHE-09963,G-0050,2023-01-28,Pablo,respiratory,moderate,18,True,True,background_seasonal,,Amahoro,F,2,infant,False,alive,2900,2023,1,1,dry_short,5.94,11.3,57.1,1,0,0
GHE-10821,G-0056,2016-03-04,Agasha,respiratory,moderate,7,True,True,background_seasonal,,Umwana,F,10,adult_female,False,alive,3100,2016,3,1,wet_long,24.53,11.0,83.4,1,0,0
GHE-08404,G-0046,2023-09-02,Pablo,respiratory,moderate,18,True,True,tourism_linked,2023-08-30,Imbaraga,M,4,juvenile,False,alive,2900,2023,9,3,dry_long,0.27,14.3,59.6,1,0,0
GHE-06102,G-0029,2021-07-08,Pablo,respiratory,moderate,18,True,True,tourism_linked,2021-06-27,Isango,M,18,silverback,False,alive,2900,2021,7,3,dry_long,0.03,13.5,59.0,1,0,0
GHE-06100,G-0029,2021-06-27,Pablo,respiratory,moderate,16,True,False,tourism_linked,2021-06-13,Isango,M,18,silverback,False,alive,2900,2021,6,2,dry_long,4.77,11.8,62.7,1,0,0
GHE-06099,G-0029,2021-06-01,Pablo,injury,moderate,18,True,False,background_seasonal,,Isango,M,18,silverback,False,alive,2900,2021,6,2,dry_long,0.42,14.6,62.6,0,0,0
GHE-06098,G-0029,2021-05-25,Pablo,respiratory,moderate,10,True,True,background_seasonal,,Isango,M,18,silverback,False,alive,2900,2021,5,2,wet_long,11.05,10.9,80.4,1,0,0
GHE-11941,G-0065,2019-05-30,Agasha,respiratory,moderate,18,True,True,background_seasonal,,Akagera,M,6,juvenile,False,alive,3100,2019,5,2,wet_long,15.26,11.1,86.4,1,0,0
GHE-08441,G-0047,2016-10-04,Pablo,respiratory,moderate,14,True,True,tourism_linked,2016-09-22,Titus,M,6,juvenile,False,alive,2900,2016,10,4,wet_short,3.73,10.7,85.1,1,0,0
GHE-06094,G-0029,2021-04-21,Pablo,respiratory,moderate,7,True,True,background_seasonal,,Isango,M,18,silverback,False,alive,2900,2021,4,2,wet_long,3.34,11.6,77.1,1,0,0
GHE-08440,G-0047,2016-09-01,Pablo,respiratory,moderate,9,True,True,tourism_linked,2016-08-19,Titus,M,6,juvenile,False,alive,2900,2016,9,3,dry_long,0.32,14.5,46.9,1,0,0
GHE-08439,G-0047,2016-08-03,Pablo,respiratory,moderate,9,True,True,background_seasonal,,Titus,M,6,juvenile,False,alive,2900,2016,8,3,dry_long,1.26,13.3,57.7,1,0,0
GHE-06114,G-0029,2022-01-13,Pablo,respiratory,moderate,17,True,True,background_seasonal,,Isango,M,18,silverback,False,alive,2900,2022,1,1,dry_short,11.37,13.4,61.3,1,0,0
GHE-09958,G-0050,2022-12-23,Pablo,respiratory,moderate,14,True,True,maternal_intragroup,,Amahoro,F,2,infant,False,alive,2900,2022,12,4,dry_short,1.18,13.5,62.6,1,0,0
GHE-08436,G-0047,2016-05-30,Pablo,injury,moderate,13,True,True,background_seasonal,,Titus,M,6,juvenile,False,alive,2900,2016,5,2,wet_long,9.29,10.7,78.1,0,0,0
GHE-09955,G-0050,2022-12-20,Pablo,respiratory,moderate,7,True,True,background_seasonal,,Amahoro,F,2,infant,False,alive,2900,2022,12,4,dry_short,6.61,11.8,52.0,1,0,0
GHE-03323,G-0023,2021-05-24,Susa,respiratory,moderate,15,True,True,background_seasonal,,Munyinya,M,0,infant,False,alive,3200,2021,5,2,wet_long,4.96,8.8,83.7,1,0,0
GHE-09952,G-0050,2022-12-08,Pablo,respiratory,moderate,8,True,True,background_seasonal,,Amahoro,F,2,infant,False,alive,2900,2022,12,4,dry_short,0.65,13.0,61.7,1,0,0
GHE-08433,G-0047,2016-04-10,Pablo,respiratory,moderate,12,True,True,tourism_linked,2016-04-07,Titus,M,6,juvenile,False,alive,2900,2016,4,2,wet_long,3.3,10.2,90.6,1,0,0
GHE-02050,G-0018,2016-11-09,Susa,gastrointestinal,moderate,12,True,True,background_seasonal,,Giraneza,M,6,juvenile,False,alive,3200,2016,11,4,wet_short,1.74,10.0,78.8,0,0,0
GHE-09948,G-0050,2022-10-15,Pablo,respiratory,moderate,18,True,True,maternal_intragroup,,Amahoro,F,2,infant,False,alive,2900,2022,10,4,wet_short,1.07,10.4,76.5,1,0,0
GHE-03317,G-0023,2021-05-05,Susa,respiratory,moderate,8,True,False,background_seasonal,,Munyinya,M,0,infant,False,alive,3200,2021,5,2,wet_long,9.38,9.7,86.5,1,0,0
GHE-08429,G-0047,2016-02-11,Pablo,respiratory,moderate,18,True,True,background_seasonal,,Titus,M,6,juvenile,False,alive,2900,2016,2,1,dry_short,2.54,13.0,63.4,1,0,0
GHE-09947,G-0050,2022-10-14,Pablo,respiratory,moderate,9,True,True,background_seasonal,,Amahoro,F,2,infant,False,alive,2900,2022,10,4,wet_short,0.29,12.4,75.8,1,0,0
GHE-09946,G-0050,2022-10-12,Pablo,respiratory,moderate,13,True,False,maternal_intragroup,,Amahoro,F,2,infant,False,alive,2900,2022,10,4,wet_short,4.76,11.8,77.0,1,0,0
GHE-06110,G-0029,2021-12-02,Pablo,other,moderate,18,True,True,background_seasonal,,Isango,M,18,silverback,False,alive,2900,2021,12,4,dry_short,3.16,14.6,55.9,0,0,0
GHE-06132,G-0029,2022-10-03,Pablo,respiratory,moderate,7,True,True,background_seasonal,,Isango,M,18,silverback,False,alive,2900,2022,10,4,wet_short,2.12,10.4,69.7,1,0,0
GHE-06131,G-0029,2022-10-02,Pablo,respiratory,moderate,14,True,True,tourism_linked,2022-09-29,Isango,M,18,silverback,False,alive,2900,2022,10,4,wet_short,2.7,11.0,83.1,1,0,0
GHE-08423,G-0047,2015-05-22,Pablo,gastrointestinal,moderate,15,True,True,background_seasonal,,Titus,M,6,juvenile,False,alive,2900,2015,5,2,wet_long,11.91,10.3,82.0,0,0,0
GHE-10814,G-0056,2015-10-10,Agasha,other,moderate,18,True,False,background_seasonal,,Umwana,F,10,adult_female,False,alive,3100,2015,10,4,wet_short,10.36,11.3,71.3,0,0,0
GHE-06128,G-0029,2022-08-31,Pablo,respiratory,moderate,12,True,True,tourism_linked,2022-08-24,Isango,M,18,silverback,False,alive,2900,2022,8,3,dry_long,0.45,13.3,68.9,1,0,0
GHE-06127,G-0029,2022-08-03,Pablo,respiratory,moderate,15,True,True,tourism_linked,2022-07-31,Isango,M,18,silverback,False,alive,2900,2022,8,3,dry_long,1.48,12.8,56.6,1,0,0
GHE-02894,G-0022,2020-04-22,Susa,respiratory,moderate,11,True,True,background_seasonal,,Ubumwe,M,5,juvenile,False,alive,3200,2020,4,2,wet_long,1.71,12.3,77.7,1,0,0
GHE-11345,G-0061,2017-09-15,Agasha,respiratory,moderate,10,True,False,background_seasonal,,Umugeni,F,26,adult_female,False,alive,3100,2017,9,3,dry_long,1.55,14.1,53.1,1,0,0
GHE-02892,G-0022,2020-04-05,Susa,respiratory,moderate,13,True,True,background_seasonal,,Ubumwe,M,5,juvenile,False,alive,3200,2020,4,2,wet_long,5.29,11.1,77.7,1,0,0
GHE-11939,G-0065,2019-05-18,Agasha,respiratory,moderate,13,True,False,background_seasonal,,Akagera,M,6,juvenile,False,alive,3100,2019,5,2,wet_long,10.32,9.7,91.4,1,0,0
GHE-11680,G-0064,2015-10-15,Agasha,dermatological,moderate,11,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2015,10,4,wet_short,0.69,11.1,81.7,0,0,0
GHE-10809,G-0056,2015-04-13,Agasha,respiratory,moderate,9,True,True,background_seasonal,,Umwana,F,10,adult_female,False,alive,3100,2015,4,2,wet_long,27.92,8.7,79.7,1,0,0
GHE-02206,G-0019,2015-04-19,Susa,respiratory,moderate,13,True,True,background_seasonal,,Igihango,M,4,juvenile,False,alive,3200,2015,4,2,wet_long,16.09,10.1,79.6,1,0,0
GHE-02884,G-0022,2020-01-03,Susa,respiratory,moderate,8,True,True,background_seasonal,,Ubumwe,M,5,juvenile,False,alive,3200,2020,1,1,dry_short,6.79,13.1,62.2,1,0,0
GHE-11938,G-0065,2019-05-05,Agasha,dermatological,moderate,15,True,False,background_seasonal,,Akagera,M,6,juvenile,False,alive,3100,2019,5,2,wet_long,14.37,9.3,70.9,0,0,0
GHE-06116,G-0029,2022-02-14,Pablo,gastrointestinal,moderate,10,True,True,background_seasonal,,Isango,M,18,silverback,False,alive,2900,2022,2,1,dry_short,1.26,11.8,65.5,0,0,0
GHE-10806,G-0056,2015-01-12,Agasha,respiratory,moderate,17,True,False,background_seasonal,,Umwana,F,10,adult_female,False,alive,3100,2015,1,1,dry_short,4.18,14.2,63.8,1,0,0
GHE-02881,G-0022,2019-11-23,Susa,respiratory,moderate,13,True,True,background_seasonal,,Ubumwe,M,5,juvenile,False,alive,3200,2019,11,4,wet_short,1.72,10.9,73.3,1,0,0
GHE-10805,G-0055,2023-11-20,Agasha,respiratory,moderate,13,True,False,background_seasonal,,Icyizere,M,15,adult_male,False,alive,3100,2023,11,4,wet_short,1.41,11.9,84.6,1,0,0
GHE-08446,G-0047,2017-02-09,Pablo,respiratory,moderate,14,True,False,background_seasonal,,Titus,M,6,juvenile,False,alive,2900,2017,2,1,dry_short,8.15,14.7,65.1,1,0,0
GHE-02204,G-0019,2015-03-30,Susa,respiratory,moderate,8,True,True,background_seasonal,,Igihango,M,4,juvenile,False,alive,3200,2015,3,1,wet_long,13.62,11.5,85.8,1,0,0
GHE-06144,G-0029,2023-05-06,Pablo,respiratory,moderate,15,True,False,background_seasonal,,Isango,M,18,silverback,False,alive,2900,2023,5,2,wet_long,4.99,9.6,78.0,1,0,0
GHE-02075,G-0018,2017-11-29,Susa,respiratory,moderate,13,True,False,background_seasonal,,Giraneza,M,6,juvenile,False,alive,3200,2017,11,4,wet_short,6.63,10.0,80.1,1,0,0
GHE-06142,G-0029,2023-04-01,Pablo,respiratory,moderate,9,True,True,background_seasonal,,Isango,M,18,silverback,False,alive,2900,2023,4,2,wet_long,18.66,10.0,82.9,1,0,0
GHE-09974,G-0050,2023-03-22,Pablo,respiratory,moderate,13,True,True,maternal_intragroup,,Amahoro,F,2,infant,False,alive,2900,2023,3,1,wet_long,1.3,8.7,82.5,1,0,0
GHE-06139,G-0029,2023-03-02,Pablo,respiratory,moderate,8,True,False,background_seasonal,,Isango,M,18,silverback,False,alive,2900,2023,3,1,wet_long,4.23,10.9,85.5,1,0,0
GHE-10801,G-0055,2023-05-07,Agasha,injury,moderate,16,True,True,background_seasonal,,Icyizere,M,15,adult_male,False,alive,3100,2023,5,2,wet_long,5.77,11.0,71.6,0,0,0
GHE-06136,G-0029,2022-12-24,Pablo,respiratory,moderate,15,True,False,background_seasonal,,Isango,M,18,silverback,False,alive,2900,2022,12,4,dry_short,0.91,12.0,61.3,1,0,0
GHE-08466,G-0047,2018-10-16,Pablo,respiratory,moderate,17,True,True,background_seasonal,,Titus,M,6,juvenile,False,alive,2900,2018,10,4,wet_short,5.35,11.4,71.7,1,0,0
GHE-08465,G-0047,2018-10-12,Pablo,respiratory,moderate,14,True,True,background_seasonal,,Titus,M,6,juvenile,False,alive,2900,2018,10,4,wet_short,1.3,11.5,82.5,1,0,0
GHE-09971,G-0050,2023-03-16,Pablo,dermatological,moderate,8,True,True,background_seasonal,,Amahoro,F,2,infant,False,alive,2900,2023,3,1,wet_long,3.14,9.5,90.9,0,0,0
GHE-08463,G-0047,2018-05-23,Pablo,respiratory,moderate,10,True,False,background_seasonal,,Titus,M,6,juvenile,False,alive,2900,2018,5,2,wet_long,0.39,10.3,79.3,1,0,0
GHE-10840,G-0056,2018-05-28,Agasha,respiratory,moderate,8,True,True,background_seasonal,,Umwana,F,10,adult_female,False,alive,3100,2018,5,2,wet_long,16.27,10.1,78.1,1,0,0
GHE-06171,G-0030,2015-12-28,Pablo,respiratory,moderate,8,True,True,tourism_linked,2015-12-26,Vubu,M,16,adult_male,False,alive,2900,2015,12,4,dry_short,0.71,12.1,62.8,1,0,0
GHE-08461,G-0047,2018-04-10,Pablo,dermatological,moderate,10,True,True,background_seasonal,,Titus,M,6,juvenile,False,alive,2900,2018,4,2,wet_long,13.47,9.8,76.1,0,0,0
GHE-08459,G-0047,2018-03-18,Pablo,respiratory,moderate,14,True,True,background_seasonal,,Titus,M,6,juvenile,False,alive,2900,2018,3,1,wet_long,5.14,10.8,86.6,1,0,0
GHE-08458,G-0047,2018-02-03,Pablo,respiratory,moderate,11,True,True,tourism_linked,2018-01-24,Titus,M,6,juvenile,False,alive,2900,2018,2,1,dry_short,0.29,12.9,67.5,1,0,0
GHE-02159,G-0018,2021-11-29,Susa,respiratory,moderate,14,True,False,tourism_linked,2021-11-26,Giraneza,M,6,juvenile,False,alive,3200,2021,11,4,wet_short,4.21,12.3,80.5,1,0,0
GHE-08455,G-0047,2017-11-23,Pablo,respiratory,moderate,10,True,False,background_seasonal,,Titus,M,6,juvenile,False,alive,2900,2017,11,4,wet_short,1.53,9.0,75.3,1,0,0
GHE-09967,G-0050,2023-02-15,Pablo,respiratory,moderate,9,True,False,background_seasonal,,Amahoro,F,2,infant,False,alive,2900,2023,2,1,dry_short,2.0,12.1,67.9,1,0,0
GHE-08453,G-0047,2017-09-17,Pablo,respiratory,moderate,14,True,False,tourism_linked,2017-09-12,Titus,M,6,juvenile,False,alive,2900,2017,9,3,dry_long,2.06,14.3,51.8,1,0,0
GHE-06160,G-0029,2023-11-13,Pablo,respiratory,moderate,15,True,False,background_seasonal,,Isango,M,18,silverback,False,alive,2900,2023,11,4,wet_short,1.41,8.7,75.0,1,0,0
GHE-06159,G-0029,2023-11-14,Pablo,respiratory,moderate,17,True,True,background_seasonal,,Isango,M,18,silverback,False,alive,2900,2023,11,4,wet_short,6.33,12.9,80.2,1,0,0
GHE-06158,G-0029,2023-11-09,Pablo,respiratory,moderate,13,True,False,background_seasonal,,Isango,M,18,silverback,False,alive,2900,2023,11,4,wet_short,0.82,12.2,73.0,1,0,0
GHE-08451,G-0047,2017-06-01,Pablo,respiratory,moderate,18,True,False,background_seasonal,,Titus,M,6,juvenile,False,alive,2900,2017,6,2,dry_long,0.28,14.9,49.0,1,0,0
GHE-08450,G-0047,2017-05-03,Pablo,respiratory,moderate,14,True,False,tourism_linked,2017-04-26,Titus,M,6,juvenile,False,alive,2900,2017,5,2,wet_long,13.1,11.3,81.7,1,0,0
GHE-08485,G-0047,2020-01-21,Pablo,dermatological,moderate,16,True,False,background_seasonal,,Titus,M,6,juvenile,False,alive,2900,2020,1,1,dry_short,4.0,12.4,58.2,0,0,0
GHE-06190,G-0030,2017-06-17,Pablo,respiratory,moderate,15,True,False,tourism_linked,2017-06-14,Vubu,M,16,adult_male,False,alive,2900,2017,6,2,dry_long,0.41,14.8,56.1,1,0,0
GHE-08484,G-0047,2019-10-29,Pablo,respiratory,moderate,18,True,True,tourism_linked,2019-10-26,Titus,M,6,juvenile,False,alive,2900,2019,10,4,wet_short,2.48,12.4,74.8,1,0,0
GHE-08483,G-0047,2019-10-27,Pablo,respiratory,moderate,11,True,False,background_seasonal,,Titus,M,6,juvenile,False,alive,2900,2019,10,4,wet_short,2.69,10.3,71.0,1,0,0
GHE-06187,G-0030,2017-04-11,Pablo,respiratory,moderate,16,True,True,background_seasonal,,Vubu,M,16,adult_male,False,alive,2900,2017,4,2,wet_long,13.27,9.1,81.0,1,0,0
GHE-06186,G-0030,2017-04-08,Pablo,gastrointestinal,moderate,16,True,False,background_seasonal,,Vubu,M,16,adult_male,False,alive,2900,2017,4,2,wet_long,10.23,9.3,79.1,0,0,0
GHE-08482,G-0047,2019-10-07,Pablo,respiratory,moderate,13,True,True,tourism_linked,2019-10-02,Titus,M,6,juvenile,False,alive,2900,2019,10,4,wet_short,3.96,10.4,80.0,1,0,0
GHE-09966,G-0050,2023-02-03,Pablo,respiratory,moderate,8,True,True,background_seasonal,,Amahoro,F,2,infant,False,alive,2900,2023,2,1,dry_short,10.31,13.4,58.1,1,0,0
GHE-08480,G-0047,2019-06-26,Pablo,respiratory,moderate,11,True,False,tourism_linked,2019-06-13,Titus,M,6,juvenile,False,alive,2900,2019,6,2,dry_long,0.28,12.6,57.3,1,0,0
GHE-09965,G-0050,2023-01-31,Pablo,injury,moderate,12,True,True,background_seasonal,,Amahoro,F,2,infant,False,alive,2900,2023,1,1,dry_short,3.49,13.4,56.5,0,0,0
GHE-02201,G-0019,2015-02-14,Susa,respiratory,moderate,15,True,True,tourism_linked,2015-02-12,Igihango,M,4,juvenile,False,alive,3200,2015,2,1,dry_short,0.85,11.4,63.9,1,0,0
GHE-08476,G-0047,2019-05-09,Pablo,respiratory,moderate,11,True,True,background_seasonal,,Titus,M,6,juvenile,False,alive,2900,2019,5,2,wet_long,20.4,10.2,74.6,1,0,0
GHE-06179,G-0030,2016-12-06,Pablo,dermatological,moderate,10,True,True,background_seasonal,,Vubu,M,16,adult_male,False,alive,2900,2016,12,4,dry_short,0.37,12.4,62.1,0,0,0
GHE-06178,G-0030,2016-10-27,Pablo,respiratory,moderate,9,True,True,background_seasonal,,Vubu,M,16,adult_male,False,alive,2900,2016,10,4,wet_short,1.1,11.5,70.9,1,0,0
GHE-08475,G-0047,2019-05-01,Pablo,dermatological,moderate,13,True,True,background_seasonal,,Titus,M,6,juvenile,False,alive,2900,2019,5,2,wet_long,4.0,10.2,88.7,0,0,0
GHE-06176,G-0030,2016-09-20,Pablo,respiratory,moderate,18,True,True,tourism_linked,2016-09-17,Vubu,M,16,adult_male,False,alive,2900,2016,9,3,dry_long,0.3,12.8,59.4,1,0,0
GHE-06193,G-0030,2017-08-20,Pablo,respiratory,moderate,9,True,True,tourism_linked,2017-08-09,Vubu,M,16,adult_male,False,alive,2900,2017,8,3,dry_long,0.63,14.2,70.4,1,0,0
GHE-11936,G-0065,2019-03-31,Agasha,respiratory,moderate,14,True,False,background_seasonal,,Akagera,M,6,juvenile,False,alive,3100,2019,3,1,wet_long,11.82,11.5,74.3,1,0,0
GHE-03311,G-0023,2021-04-05,Susa,respiratory,moderate,8,True,False,maternal_intragroup,,Munyinya,M,0,infant,False,alive,3200,2021,4,2,wet_long,9.5,11.0,84.8,1,0,0
GHE-08473,G-0047,2019-02-26,Pablo,respiratory,moderate,14,True,False,tourism_linked,2019-02-21,Titus,M,6,juvenile,False,alive,2900,2019,2,1,dry_short,1.16,14.0,67.9,1,0,0
GHE-10835,G-0056,2018-01-21,Agasha,respiratory,moderate,9,True,True,background_seasonal,,Umwana,F,10,adult_female,False,alive,3100,2018,1,1,dry_short,0.1,13.6,69.0,1,0,0
GHE-03308,G-0023,2021-03-31,Susa,respiratory,moderate,9,True,True,background_seasonal,,Munyinya,M,0,infant,False,alive,3200,2021,3,1,wet_long,25.86,10.3,79.4,1,0,0
GHE-08471,G-0047,2018-12-30,Pablo,respiratory,moderate,12,True,True,background_seasonal,,Titus,M,6,juvenile,False,alive,2900,2018,12,4,dry_short,4.1,12.3,53.8,1,0,0
GHE-03306,G-0023,2021-03-27,Susa,respiratory,moderate,7,True,False,maternal_intragroup,,Munyinya,M,0,infant,False,alive,3200,2021,3,1,wet_long,5.97,10.5,90.1,1,0,0
GHE-03305,G-0023,2021-03-18,Susa,respiratory,moderate,14,True,True,maternal_intragroup,,Munyinya,M,0,infant,False,alive,3200,2021,3,1,wet_long,12.4,9.1,82.3,1,0,0
