date,year,month,day_of_year,season,rainfall_mm,temp_max_c,temp_min_c,temp_mean_c,humidity_pct
2017-04-01,2017,4,91,wet_long,9.18,13.8,6.0,9.9,81.7
2017-04-02,2017,4,92,wet_long,18.25,15.8,6.0,10.9,81.9
2017-04-03,2017,4,93,wet_long,2.61,13.7,9.6,11.7,77.5
2017-04-04,2017,4,94,wet_long,3.2,16.9,7.8,12.3,83.5
2017-04-05,2017,4,95,wet_long,10.9,13.4,7.6,10.5,81.7
2017-04-06,2017,4,96,wet_long,7.84,14.8,7.0,10.9,92.2
2017-04-07,2017,4,97,wet_long,5.11,12.6,7.2,9.9,76.6
2017-04-08,2017,4,98,wet_long,10.23,13.1,5.5,9.3,79.1
2017-04-09,2017,4,99,wet_long,4.08,11.0,7.0,9.0,88.5
2017-04-10,2017,4,100,wet_long,3.1,12.2,7.7,9.9,86.5
2017-04-11,2017,4,101,wet_long,13.27,12.7,5.6,9.1,81.0
2017-04-12,2017,4,102,wet_long,8.11,16.1,5.8,11.0,86.9
2017-04-13,2017,4,103,wet_long,0.4,14.0,6.4,10.2,86.7
2017-04-14,2017,4,104,wet_long,6.33,12.6,7.1,9.8,88.2
2017-04-15,2017,4,105,wet_long,8.96,12.4,6.4,9.4,90.6
2017-04-16,2017,4,106,wet_long,32.64,15.6,7.0,11.3,82.0
2017-04-17,2017,4,107,wet_long,10.01,14.7,5.6,10.2,86.1
2017-04-18,2017,4,108,wet_long,12.8,15.8,7.0,11.4,65.8
2017-04-19,2017,4,109,wet_long,2.6,16.1,6.9,11.5,77.9
2017-04-20,2017,4,110,wet_long,32.36,13.2,7.1,10.1,84.2
2017-04-21,2017,4,111,wet_long,1.23,14.9,7.6,11.3,80.2
2017-04-22,2017,4,112,wet_long,10.19,15.2,5.8,10.5,85.0
2017-04-23,2017,4,113,wet_long,8.87,14.4,3.0,8.7,84.7
2017-04-24,2017,4,114,wet_long,10.12,14.0,8.7,11.4,88.3
2017-04-25,2017,4,115,wet_long,15.18,14.7,5.6,10.2,86.8
2017-04-26,2017,4,116,wet_long,5.27,14.4,8.2,11.3,85.0
2017-04-27,2017,4,117,wet_long,4.3,16.5,4.7,10.6,91.3
2017-04-28,2017,4,118,wet_long,15.13,14.6,6.3,10.5,79.8
2017-04-29,2017,4,119,wet_long,34.74,14.7,8.1,11.4,82.3
2017-04-30,2017,4,120,wet_long,6.49,14.1,7.4,10.7,75.7
2017-05-01,2017,5,121,wet_long,4.45,16.1,5.3,10.7,93.9
2017-05-02,2017,5,122,wet_long,3.81,13.6,5.9,9.7,65.1
2017-05-03,2017,5,123,wet_long,13.1,12.7,10.0,11.3,81.7
2017-05-04,2017,5,124,wet_long,33.62,14.3,7.7,11.0,78.8
2017-05-05,2017,5,125,wet_long,1.84,15.4,5.9,10.6,72.6
2017-05-06,2017,5,126,wet_long,10.13,12.9,5.3,9.1,63.1
2017-05-07,2017,5,127,wet_long,3.54,12.6,6.1,9.4,78.3
2017-05-08,2017,5,128,wet_long,7.04,15.5,6.7,11.1,81.6
2017-05-09,2017,5,129,wet_long,5.65,13.1,6.9,10.0,88.0
2017-05-10,2017,5,130,wet_long,8.58,14.8,6.2,10.5,76.8
2017-05-11,2017,5,131,wet_long,2.13,14.3,6.0,10.1,79.8
2017-05-12,2017,5,132,wet_long,23.26,15.1,5.9,10.5,93.1
2017-05-13,2017,5,133,wet_long,4.37,13.0,3.6,8.3,82.9
2017-05-14,2017,5,134,wet_long,10.82,14.6,8.3,11.4,76.4
2017-05-15,2017,5,135,wet_long,8.19,12.6,8.6,10.6,78.3
2017-05-16,2017,5,136,wet_long,1.16,13.2,5.8,9.5,80.8
2017-05-17,2017,5,137,wet_long,9.94,13.3,8.0,10.7,77.5
2017-05-18,2017,5,138,wet_long,14.61,14.0,7.1,10.6,88.5
2017-05-19,2017,5,139,wet_long,4.13,14.2,7.7,10.9,83.6
2017-05-20,2017,5,140,wet_long,11.24,15.3,7.4,11.3,77.2
2017-05-21,2017,5,141,wet_long,3.76,15.0,7.2,11.1,76.7
2017-05-22,2017,5,142,wet_long,16.6,13.3,8.7,11.0,83.7
2017-05-23,2017,5,143,wet_long,2.27,14.4,3.4,8.9,79.9
2017-05-24,2017,5,144,wet_long,5.1,14.6,8.1,11.3,83.9
2017-05-25,2017,5,145,wet_long,5.29,13.7,6.5,10.1,68.6
2017-05-26,2017,5,146,wet_long,2.75,13.6,6.7,10.2,86.9
2017-05-27,2017,5,147,wet_long,6.52,14.1,6.4,10.3,81.5
2017-05-28,2017,5,148,wet_long,15.08,13.9,7.0,10.5,75.7
2017-05-29,2017,5,149,wet_long,9.53,11.6,7.7,9.7,73.4
2017-05-30,2017,5,150,wet_long,8.78,16.9,6.0,11.4,76.1
2017-05-31,2017,5,151,wet_long,61.0,13.4,6.9,10.1,91.6
2017-06-01,2017,6,152,dry_long,0.28,19.3,10.4,14.9,49.0
2017-06-02,2017,6,153,dry_long,1.95,19.9,10.2,15.1,62.3
2017-06-03,2017,6,154,dry_long,0.96,16.2,8.4,12.3,55.9
2017-06-04,2017,6,155,dry_long,1.43,19.3,9.0,14.2,48.7
2017-06-05,2017,6,156,dry_long,5.19,15.5,10.0,12.8,47.6
2017-06-06,2017,6,157,dry_long,0.94,12.8,10.9,11.9,52.7
2017-06-07,2017,6,158,dry_long,0.62,18.0,11.0,14.5,58.2
2017-06-08,2017,6,159,dry_long,2.55,18.3,10.0,14.1,50.0
2017-06-09,2017,6,160,dry_long,0.53,20.5,9.3,14.9,58.4
2017-06-10,2017,6,161,dry_long,1.0,16.9,10.0,13.4,43.9
2017-06-11,2017,6,162,dry_long,1.83,20.3,9.8,15.1,55.2
2017-06-12,2017,6,163,dry_long,0.51,16.5,11.8,14.1,54.1
2017-06-13,2017,6,164,dry_long,3.23,16.8,9.7,13.3,50.1
2017-06-14,2017,6,165,dry_long,0.37,14.6,8.7,11.6,53.6
2017-06-15,2017,6,166,dry_long,3.04,14.5,8.8,11.6,59.1
2017-06-16,2017,6,167,dry_long,0.22,16.0,8.2,12.1,63.2
2017-06-17,2017,6,168,dry_long,0.41,18.9,10.8,14.8,56.1
2017-06-18,2017,6,169,dry_long,0.05,17.2,12.4,14.8,65.3
2017-06-19,2017,6,170,dry_long,0.55,15.3,9.2,12.3,48.4
2017-06-20,2017,6,171,dry_long,1.72,18.4,10.8,14.6,58.5
2017-06-21,2017,6,172,dry_long,5.78,16.2,9.6,12.9,50.9
2017-06-22,2017,6,173,dry_long,0.19,17.8,8.4,13.1,55.3
2017-06-23,2017,6,174,dry_long,1.74,18.9,10.7,14.8,54.8
2017-06-24,2017,6,175,dry_long,0.76,17.9,9.2,13.6,55.9
2017-06-25,2017,6,176,dry_long,0.86,17.8,11.9,14.9,61.4
2017-06-26,2017,6,177,dry_long,0.36,15.3,8.7,12.0,57.5
2017-06-27,2017,6,178,dry_long,1.42,18.4,11.5,15.0,45.5
2017-06-28,2017,6,179,dry_long,1.26,17.6,10.0,13.8,65.4
2017-06-29,2017,6,180,dry_long,0.57,18.7,8.8,13.8,53.3
2017-06-30,2017,6,181,dry_long,0.24,18.3,10.4,14.3,58.6
2017-07-01,2017,7,182,dry_long,1.39,14.9,9.9,12.4,56.0
2017-07-02,2017,7,183,dry_long,2.87,18.7,10.2,14.5,59.9
2017-07-03,2017,7,184,dry_long,2.01,19.7,11.3,15.5,68.4
2017-07-04,2017,7,185,dry_long,0.46,18.3,9.5,13.9,48.0
2017-07-05,2017,7,186,dry_long,1.51,18.5,8.9,13.7,56.4
2017-07-06,2017,7,187,dry_long,4.9,16.4,9.8,13.1,60.1
2017-07-07,2017,7,188,dry_long,2.88,17.5,11.0,14.2,57.5
2017-07-08,2017,7,189,dry_long,5.47,14.8,11.3,13.1,45.2
2017-07-09,2017,7,190,dry_long,0.46,18.4,8.9,13.7,59.5
2017-07-10,2017,7,191,dry_long,1.19,16.8,9.2,13.0,51.3
2017-07-11,2017,7,192,dry_long,0.85,17.0,10.4,13.7,63.9
2017-07-12,2017,7,193,dry_long,0.49,13.4,9.5,11.4,61.4
2017-07-13,2017,7,194,dry_long,1.84,19.2,9.1,14.2,47.7
2017-07-14,2017,7,195,dry_long,1.58,20.4,8.3,14.3,59.7
2017-07-15,2017,7,196,dry_long,0.09,16.8,11.0,13.9,54.6
2017-07-16,2017,7,197,dry_long,2.77,16.5,10.5,13.5,62.7
2017-07-17,2017,7,198,dry_long,0.78,17.6,8.9,13.3,53.8
2017-07-18,2017,7,199,dry_long,0.08,18.1,10.3,14.2,60.5
2017-07-19,2017,7,200,dry_long,2.18,16.3,10.4,13.3,49.5
2017-07-20,2017,7,201,dry_long,0.64,20.0,10.4,15.2,54.9
2017-07-21,2017,7,202,dry_long,0.39,15.7,11.1,13.4,55.6
2017-07-22,2017,7,203,dry_long,0.86,15.9,9.5,12.7,46.7
2017-07-23,2017,7,204,dry_long,3.16,19.2,11.0,15.1,64.1
2017-07-24,2017,7,205,dry_long,0.39,15.3,10.9,13.1,51.3
2017-07-25,2017,7,206,dry_long,1.52,17.5,9.0,13.3,45.2
2017-07-26,2017,7,207,dry_long,0.25,19.6,11.1,15.3,64.1
2017-07-27,2017,7,208,dry_long,2.81,18.1,10.2,14.2,58.2
2017-07-28,2017,7,209,dry_long,0.66,17.5,9.7,13.6,58.2
2017-07-29,2017,7,210,dry_long,0.29,15.9,11.0,13.4,56.2
2017-07-30,2017,7,211,dry_long,2.39,18.0,7.5,12.7,65.3
2017-07-31,2017,7,212,dry_long,4.98,16.8,9.9,13.4,65.4
2017-08-01,2017,8,213,dry_long,1.12,17.6,10.5,14.0,53.9
2017-08-02,2017,8,214,dry_long,1.16,16.0,9.2,12.6,62.3
2017-08-03,2017,8,215,dry_long,0.42,19.5,8.8,14.1,70.2
2017-08-04,2017,8,216,dry_long,0.15,18.0,10.6,14.3,61.1
2017-08-05,2017,8,217,dry_long,6.35,17.1,11.3,14.2,51.9
2017-08-06,2017,8,218,dry_long,2.69,16.2,11.9,14.1,58.2
2017-08-07,2017,8,219,dry_long,0.67,16.3,11.1,13.7,61.7
2017-08-08,2017,8,220,dry_long,1.05,17.2,9.7,13.5,67.9
2017-08-09,2017,8,221,dry_long,0.83,18.4,11.0,14.7,61.9
2017-08-10,2017,8,222,dry_long,0.71,17.8,8.3,13.0,54.9
2017-08-11,2017,8,223,dry_long,3.45,19.7,10.6,15.1,58.5
2017-08-12,2017,8,224,dry_long,1.05,16.1,10.0,13.1,54.8
2017-08-13,2017,8,225,dry_long,1.65,17.0,10.5,13.8,60.8
2017-08-14,2017,8,226,dry_long,0.59,17.2,6.6,11.9,47.9
2017-08-15,2017,8,227,dry_long,0.4,17.7,11.9,14.8,50.2
2017-08-16,2017,8,228,dry_long,1.09,19.9,9.9,14.9,62.0
2017-08-17,2017,8,229,dry_long,1.7,16.2,9.2,12.7,45.3
2017-08-18,2017,8,230,dry_long,4.09,17.4,8.2,12.8,52.6
2017-08-19,2017,8,231,dry_long,0.23,16.5,7.7,12.1,71.4
2017-08-20,2017,8,232,dry_long,0.63,18.6,9.9,14.2,70.4
2017-08-21,2017,8,233,dry_long,3.5,17.2,12.5,14.9,54.0
2017-08-22,2017,8,234,dry_long,0.97,16.5,9.9,13.2,60.3
2017-08-23,2017,8,235,dry_long,1.89,15.9,10.3,13.1,62.5
2017-08-24,2017,8,236,dry_long,1.16,17.7,8.7,13.2,60.0
2017-08-25,2017,8,237,dry_long,2.48,18.4,11.7,15.0,51.0
2017-08-26,2017,8,238,dry_long,1.35,16.6,9.7,13.2,52.4
2017-08-27,2017,8,239,dry_long,0.8,15.7,8.0,11.9,52.0
2017-08-28,2017,8,240,dry_long,1.52,16.9,8.4,12.7,54.7
2017-08-29,2017,8,241,dry_long,0.43,16.8,10.6,13.7,65.2
2017-08-30,2017,8,242,dry_long,2.45,18.8,10.7,14.8,66.1
2017-08-31,2017,8,243,dry_long,1.54,18.1,11.2,14.7,56.3
2017-09-01,2017,9,244,dry_long,2.34,18.1,9.6,13.8,54.8
2017-09-02,2017,9,245,dry_long,0.8,20.6,9.2,14.9,60.0
2017-09-03,2017,9,246,dry_long,2.31,16.4,9.8,13.1,62.7
2017-09-04,2017,9,247,dry_long,1.21,18.7,11.3,15.0,56.6
2017-09-05,2017,9,248,dry_long,0.34,19.1,10.4,14.7,66.6
2017-09-06,2017,9,249,dry_long,2.19,20.1,11.8,15.9,60.9
2017-09-07,2017,9,250,dry_long,1.33,15.6,8.2,11.9,63.4
2017-09-08,2017,9,251,dry_long,0.28,18.2,10.6,14.4,49.0
2017-09-09,2017,9,252,dry_long,0.41,14.5,10.9,12.7,64.7
2017-09-10,2017,9,253,dry_long,0.46,16.6,10.7,13.6,58.7
2017-09-11,2017,9,254,dry_long,5.18,16.8,9.5,13.1,60.3
2017-09-12,2017,9,255,dry_long,1.41,16.0,11.1,13.5,52.3
2017-09-13,2017,9,256,dry_long,4.54,16.4,11.1,13.7,52.6
2017-09-14,2017,9,257,dry_long,1.16,18.0,12.9,15.5,53.6
2017-09-15,2017,9,258,dry_long,1.55,17.4,10.7,14.1,53.1
2017-09-16,2017,9,259,dry_long,3.81,19.0,11.4,15.2,58.8
2017-09-17,2017,9,260,dry_long,2.06,17.0,11.6,14.3,51.8
2017-09-18,2017,9,261,dry_long,1.01,18.2,9.8,14.0,62.6
2017-09-19,2017,9,262,dry_long,1.35,19.5,7.7,13.6,48.8
2017-09-20,2017,9,263,dry_long,1.06,16.5,9.0,12.8,70.1
2017-09-21,2017,9,264,dry_long,1.8,16.3,10.6,13.5,60.4
2017-09-22,2017,9,265,dry_long,2.82,18.0,12.0,15.0,62.8
2017-09-23,2017,9,266,dry_long,2.89,18.8,10.4,14.6,59.2
2017-09-24,2017,9,267,dry_long,0.95,17.7,7.6,12.6,50.9
2017-09-25,2017,9,268,dry_long,1.01,19.7,10.6,15.1,59.8
2017-09-26,2017,9,269,dry_long,1.03,19.0,9.0,14.0,46.4
2017-09-27,2017,9,270,dry_long,0.9,17.4,9.5,13.4,58.8
2017-09-28,2017,9,271,dry_long,1.4,20.4,9.6,15.0,54.7
2017-09-29,2017,9,272,dry_long,4.57,20.2,10.0,15.1,59.8
2017-09-30,2017,9,273,dry_long,1.13,17.4,9.3,13.3,57.9
2017-10-01,2017,10,274,wet_short,11.22,14.6,7.3,11.0,71.0
2017-10-02,2017,10,275,wet_short,16.68,14.1,8.1,11.1,67.5
2017-10-03,2017,10,276,wet_short,3.33,14.7,6.5,10.6,66.5
2017-10-04,2017,10,277,wet_short,6.05,12.7,6.6,9.6,77.6
2017-10-05,2017,10,278,wet_short,13.05,16.9,5.5,11.2,79.4
2017-10-06,2017,10,279,wet_short,5.75,13.1,7.6,10.4,65.5
2017-10-07,2017,10,280,wet_short,7.42,15.1,6.3,10.7,82.7
2017-10-08,2017,10,281,wet_short,14.83,14.3,8.7,11.5,78.7
2017-10-09,2017,10,282,wet_short,0.82,16.5,7.3,11.9,67.8
2017-10-10,2017,10,283,wet_short,8.93,14.8,7.6,11.2,70.9
2017-10-11,2017,10,284,wet_short,27.13,15.2,8.8,12.0,76.9
2017-10-12,2017,10,285,wet_short,1.32,13.5,8.8,11.1,71.5
2017-10-13,2017,10,286,wet_short,7.28,15.0,8.0,11.5,67.0
2017-10-14,2017,10,287,wet_short,12.79,16.2,7.5,11.9,65.4
2017-10-15,2017,10,288,wet_short,5.33,15.0,9.2,12.1,69.8
2017-10-16,2017,10,289,wet_short,1.83,17.7,6.4,12.1,63.9
2017-10-17,2017,10,290,wet_short,10.41,17.0,8.3,12.7,74.0
2017-10-18,2017,10,291,wet_short,1.24,13.5,7.4,10.5,79.8
2017-10-19,2017,10,292,wet_short,10.63,17.3,8.0,12.7,72.1
2017-10-20,2017,10,293,wet_short,5.94,15.8,7.1,11.5,69.7
2017-10-21,2017,10,294,wet_short,1.22,16.1,8.7,12.4,71.8
2017-10-22,2017,10,295,wet_short,9.65,15.1,9.3,12.2,86.5
2017-10-23,2017,10,296,wet_short,1.84,14.0,6.4,10.2,60.9
2017-10-24,2017,10,297,wet_short,9.47,14.8,6.9,10.9,71.4
2017-10-25,2017,10,298,wet_short,1.72,16.0,8.5,12.2,61.6
2017-10-26,2017,10,299,wet_short,4.88,13.5,6.7,10.1,71.9
2017-10-27,2017,10,300,wet_short,6.9,13.3,7.8,10.5,75.1
2017-10-28,2017,10,301,wet_short,2.81,12.8,6.9,9.8,75.4
2017-10-29,2017,10,302,wet_short,1.22,17.2,8.6,12.9,78.8
2017-10-30,2017,10,303,wet_short,3.77,13.9,8.6,11.3,77.7
2017-10-31,2017,10,304,wet_short,4.33,15.4,7.3,11.4,78.7
2017-11-01,2017,11,305,wet_short,6.47,15.0,7.8,11.4,69.6
2017-11-02,2017,11,306,wet_short,0.82,11.8,8.3,10.0,77.2
2017-11-03,2017,11,307,wet_short,4.2,16.0,6.2,11.1,85.3
2017-11-04,2017,11,308,wet_short,1.18,16.6,8.0,12.3,74.1
2017-11-05,2017,11,309,wet_short,3.72,15.9,6.8,11.4,76.5
2017-11-06,2017,11,310,wet_short,0.63,15.8,6.9,11.4,77.5
2017-11-07,2017,11,311,wet_short,0.66,18.8,8.1,13.5,78.1
2017-11-08,2017,11,312,wet_short,3.93,17.1,6.1,11.6,80.2
2017-11-09,2017,11,313,wet_short,8.23,14.6,5.7,10.2,74.5
2017-11-10,2017,11,314,wet_short,1.53,15.7,7.0,11.4,77.3
2017-11-11,2017,11,315,wet_short,1.09,15.8,9.4,12.6,75.9
2017-11-12,2017,11,316,wet_short,3.66,14.3,8.5,11.4,75.4
2017-11-13,2017,11,317,wet_short,6.69,15.4,8.7,12.0,76.9
2017-11-14,2017,11,318,wet_short,6.05,14.8,6.7,10.8,85.1
2017-11-15,2017,11,319,wet_short,6.6,17.1,8.4,12.7,67.4
2017-11-16,2017,11,320,wet_short,5.71,14.8,7.7,11.2,80.5
2017-11-17,2017,11,321,wet_short,2.87,14.1,6.8,10.4,74.4
2017-11-18,2017,11,322,wet_short,31.29,15.1,8.2,11.7,79.0
2017-11-19,2017,11,323,wet_short,13.46,12.6,7.0,9.8,48.7
2017-11-20,2017,11,324,wet_short,0.1,16.1,9.9,13.0,58.4
2017-11-21,2017,11,325,wet_short,12.69,16.5,7.6,12.0,78.5
2017-11-22,2017,11,326,wet_short,8.75,14.5,5.4,9.9,81.8
2017-11-23,2017,11,327,wet_short,1.53,12.1,5.8,9.0,75.3
2017-11-24,2017,11,328,wet_short,9.41,15.7,5.9,10.8,71.7
2017-11-25,2017,11,329,wet_short,3.08,14.8,5.3,10.1,76.0
2017-11-26,2017,11,330,wet_short,3.34,15.7,7.9,11.8,81.0
2017-11-27,2017,11,331,wet_short,3.66,15.0,8.0,11.5,78.1
2017-11-28,2017,11,332,wet_short,4.64,14.3,8.1,11.2,73.0
2017-11-29,2017,11,333,wet_short,6.63,14.3,5.6,10.0,80.1
2017-11-30,2017,11,334,wet_short,2.91,14.3,9.9,12.1,69.0
2017-12-01,2017,12,335,dry_short,8.04,14.2,11.1,12.7,59.6
2017-12-02,2017,12,336,dry_short,1.79,19.5,8.9,14.2,69.0
2017-12-03,2017,12,337,dry_short,1.53,20.1,9.6,14.9,53.9
2017-12-04,2017,12,338,dry_short,4.35,16.4,10.7,13.5,59.0
2017-12-05,2017,12,339,dry_short,3.73,17.1,10.5,13.8,60.2
2017-12-06,2017,12,340,dry_short,3.57,18.1,5.5,11.8,55.9
2017-12-07,2017,12,341,dry_short,1.41,16.4,9.3,12.9,67.8
2017-12-08,2017,12,342,dry_short,2.47,17.0,10.3,13.6,65.9
2017-12-09,2017,12,343,dry_short,1.27,17.1,7.2,12.2,57.0
2017-12-10,2017,12,344,dry_short,8.04,13.6,9.3,11.5,63.0
2017-12-11,2017,12,345,dry_short,4.59,14.0,9.8,11.9,71.8
2017-12-12,2017,12,346,dry_short,4.29,17.9,10.7,14.3,68.1
2017-12-13,2017,12,347,dry_short,0.24,18.1,7.1,12.6,64.2
2017-12-14,2017,12,348,dry_short,6.66,17.4,9.7,13.5,59.8
2017-12-15,2017,12,349,dry_short,1.97,17.2,8.3,12.7,44.5
2017-12-16,2017,12,350,dry_short,1.18,20.4,10.0,15.2,62.9
2017-12-17,2017,12,351,dry_short,9.78,17.0,8.7,12.9,65.9
2017-12-18,2017,12,352,dry_short,2.29,18.6,10.0,14.3,80.2
2017-12-19,2017,12,353,dry_short,2.9,17.3,9.4,13.4,61.4
2017-12-20,2017,12,354,dry_short,0.46,16.4,7.5,11.9,64.7
2017-12-21,2017,12,355,dry_short,0.74,19.5,9.9,14.7,73.2
2017-12-22,2017,12,356,dry_short,1.45,18.5,9.3,13.9,59.0
2017-12-23,2017,12,357,dry_short,3.0,17.4,12.0,14.7,67.5
2017-12-24,2017,12,358,dry_short,4.75,16.1,7.6,11.9,63.1
2017-12-25,2017,12,359,dry_short,2.06,16.2,8.1,12.2,58.9
2017-12-26,2017,12,360,dry_short,4.25,19.6,9.9,14.7,69.6
2017-12-27,2017,12,361,dry_short,1.79,16.2,9.6,12.9,67.1
2017-12-28,2017,12,362,dry_short,2.83,16.2,7.7,12.0,53.7
2017-12-29,2017,12,363,dry_short,16.78,17.6,10.5,14.0,61.8
2017-12-30,2017,12,364,dry_short,2.99,15.1,9.6,12.3,64.0
2017-12-31,2017,12,365,dry_short,0.92,13.8,10.4,12.1,56.4
2018-01-01,2018,1,1,dry_short,2.4,15.9,9.0,12.4,73.6
2018-01-02,2018,1,2,dry_short,8.48,17.9,10.5,14.2,64.8
2018-01-03,2018,1,3,dry_short,4.54,18.3,10.6,14.5,60.0
2018-01-04,2018,1,4,dry_short,2.37,16.4,10.2,13.3,72.9
2018-01-05,2018,1,5,dry_short,0.6,18.6,10.7,14.7,62.2
2018-01-06,2018,1,6,dry_short,0.17,17.5,8.6,13.0,72.9
2018-01-07,2018,1,7,dry_short,2.92,17.5,11.7,14.6,66.1
2018-01-08,2018,1,8,dry_short,6.63,16.8,7.8,12.3,61.1
2018-01-09,2018,1,9,dry_short,6.74,18.7,10.7,14.7,64.7
2018-01-10,2018,1,10,dry_short,9.15,16.7,10.2,13.5,76.8
2018-01-11,2018,1,11,dry_short,5.29,18.1,9.0,13.6,77.0
2018-01-12,2018,1,12,dry_short,1.9,18.6,9.3,14.0,75.0
2018-01-13,2018,1,13,dry_short,2.56,17.5,9.8,13.6,64.0
2018-01-14,2018,1,14,dry_short,1.85,17.0,11.4,14.2,59.8
2018-01-15,2018,1,15,dry_short,9.6,17.9,10.9,14.4,68.4
2018-01-16,2018,1,16,dry_short,3.34,16.6,9.9,13.3,65.8
2018-01-17,2018,1,17,dry_short,1.85,17.5,8.9,13.2,81.3
2018-01-18,2018,1,18,dry_short,0.69,15.0,7.8,11.4,70.4
2018-01-19,2018,1,19,dry_short,4.08,17.7,9.5,13.6,63.5
2018-01-20,2018,1,20,dry_short,0.48,16.8,7.4,12.1,69.6
2018-01-21,2018,1,21,dry_short,0.1,17.2,10.0,13.6,69.0
2018-01-22,2018,1,22,dry_short,0.1,12.6,10.8,11.7,59.7
2018-01-23,2018,1,23,dry_short,0.11,18.4,13.1,15.8,63.8
2018-01-24,2018,1,24,dry_short,5.08,17.0,8.2,12.6,72.4
2018-01-25,2018,1,25,dry_short,9.41,16.2,7.6,11.9,76.4
2018-01-26,2018,1,26,dry_short,2.21,18.6,8.3,13.5,74.2
2018-01-27,2018,1,27,dry_short,1.94,17.5,9.5,13.5,72.8
2018-01-28,2018,1,28,dry_short,1.23,16.8,8.8,12.8,56.6
2018-01-29,2018,1,29,dry_short,1.93,15.7,11.1,13.4,50.1
2018-01-30,2018,1,30,dry_short,1.38,17.7,9.1,13.4,62.0
2018-01-31,2018,1,31,dry_short,3.12,13.6,10.4,12.0,59.2
2018-02-01,2018,2,32,dry_short,9.53,14.6,9.6,12.1,56.7
2018-02-02,2018,2,33,dry_short,5.45,17.1,9.2,13.2,47.1
2018-02-03,2018,2,34,dry_short,0.29,17.6,8.1,12.9,67.5
2018-02-04,2018,2,35,dry_short,5.01,14.3,10.1,12.2,59.8
2018-02-05,2018,2,36,dry_short,0.23,15.3,10.5,12.9,64.0
2018-02-06,2018,2,37,dry_short,2.06,16.7,7.3,12.0,57.0
2018-02-07,2018,2,38,dry_short,1.11,17.5,9.4,13.5,51.8
2018-02-08,2018,2,39,dry_short,8.45,17.3,11.2,14.3,63.2
2018-02-09,2018,2,40,dry_short,4.14,15.8,8.9,12.4,69.5
2018-02-10,2018,2,41,dry_short,0.34,20.0,9.2,14.6,69.7
2018-02-11,2018,2,42,dry_short,1.28,16.7,10.4,13.5,64.1
2018-02-12,2018,2,43,dry_short,2.18,15.7,8.8,12.3,68.7
2018-02-13,2018,2,44,dry_short,0.59,17.8,8.7,13.2,71.6
2018-02-14,2018,2,45,dry_short,2.85,16.0,8.3,12.1,65.5
2018-02-15,2018,2,46,dry_short,3.47,17.5,11.3,14.4,69.3
2018-02-16,2018,2,47,dry_short,0.56,15.1,8.1,11.6,69.8
2018-02-17,2018,2,48,dry_short,0.76,17.2,9.4,13.3,56.3
2018-02-18,2018,2,49,dry_short,3.5,15.6,6.7,11.1,58.6
2018-02-19,2018,2,50,dry_short,4.79,14.7,10.2,12.5,60.9
2018-02-20,2018,2,51,dry_short,1.65,17.1,7.8,12.4,67.8
2018-02-21,2018,2,52,dry_short,0.83,18.3,10.5,14.4,64.7
2018-02-22,2018,2,53,dry_short,1.24,16.3,8.4,12.4,66.8
2018-02-23,2018,2,54,dry_short,16.02,17.1,9.0,13.0,60.7
2018-02-24,2018,2,55,dry_short,2.83,16.4,9.0,12.7,67.6
2018-02-25,2018,2,56,dry_short,0.51,19.0,7.7,13.4,62.4
2018-02-26,2018,2,57,dry_short,5.81,19.8,10.5,15.1,63.3
2018-02-27,2018,2,58,dry_short,3.94,14.6,10.2,12.4,67.5
2018-02-28,2018,2,59,dry_short,2.9,16.5,9.1,12.8,56.2
2018-03-01,2018,3,60,wet_long,1.76,15.3,6.7,11.0,81.2
2018-03-02,2018,3,61,wet_long,10.55,16.4,8.7,12.5,81.7
2018-03-03,2018,3,62,wet_long,4.0,15.6,6.2,10.9,69.6
2018-03-04,2018,3,63,wet_long,2.67,16.1,5.9,11.0,80.8
2018-03-05,2018,3,64,wet_long,0.49,16.8,9.2,13.0,75.8
2018-03-06,2018,3,65,wet_long,3.39,15.7,7.0,11.4,79.1
2018-03-07,2018,3,66,wet_long,14.04,16.6,7.4,12.0,81.6
2018-03-08,2018,3,67,wet_long,0.29,17.3,8.3,12.8,74.8
2018-03-09,2018,3,68,wet_long,2.81,16.8,7.0,11.9,66.4
2018-03-10,2018,3,69,wet_long,16.29,12.6,6.7,9.7,79.7
2018-03-11,2018,3,70,wet_long,9.33,15.7,5.0,10.3,92.3
2018-03-12,2018,3,71,wet_long,16.41,13.9,6.5,10.2,80.7
2018-03-13,2018,3,72,wet_long,16.33,13.5,6.5,10.0,77.5
2018-03-14,2018,3,73,wet_long,2.55,14.4,8.5,11.4,80.8
2018-03-15,2018,3,74,wet_long,25.12,14.1,4.7,9.4,88.2
2018-03-16,2018,3,75,wet_long,21.74,13.3,5.9,9.6,83.3
2018-03-17,2018,3,76,wet_long,7.3,15.3,6.4,10.8,87.4
2018-03-18,2018,3,77,wet_long,5.14,13.2,8.5,10.8,86.6
2018-03-19,2018,3,78,wet_long,7.13,14.2,6.3,10.3,78.0
2018-03-20,2018,3,79,wet_long,16.54,14.0,6.7,10.4,92.8
2018-03-21,2018,3,80,wet_long,6.09,14.0,6.4,10.2,75.8
2018-03-22,2018,3,81,wet_long,7.11,13.4,8.1,10.7,89.4
2018-03-23,2018,3,82,wet_long,2.47,16.5,8.2,12.4,92.9
