event_id,gorilla_id,event_date,group_id,illness_type,severity,days_ill,recovered,veterinary_treated,transmission_source,linked_tourist_visit
GHE-06912,G-0036,2023-01-04,Pablo,respiratory,severe,17,True,True,tourism_linked,2022-12-26
GHE-06914,G-0036,2023-02-26,Pablo,respiratory,severe,17,True,False,background_seasonal,
GHE-06920,G-0036,2023-07-09,Pablo,respiratory,severe,25,True,False,tourism_linked,2023-07-05
GHE-06932,G-0037,2015-02-23,Pablo,respiratory,severe,16,True,True,background_seasonal,
GHE-06934,G-0037,2015-04-01,Pablo,respiratory,severe,19,True,True,background_seasonal,
GHE-06942,G-0037,2015-11-01,Pablo,gastrointestinal,severe,31,True,True,background_seasonal,
GHE-06951,G-0037,2016-07-17,Pablo,respiratory,severe,34,True,True,tourism_linked,2016-07-03
GHE-03159,G-0023,2018-04-29,Susa,gastrointestinal,severe,24,True,True,background_seasonal,
GHE-06818,G-0036,2016-02-23,Pablo,respiratory,severe,33,True,True,background_seasonal,
GHE-19529,G-0103,2019-03-22,Umubano,respiratory,severe,17,True,False,tourism_linked,2019-03-13
GHE-19534,G-0103,2019-04-02,Umubano,respiratory,severe,19,True,True,background_seasonal,
GHE-19537,G-0103,2019-04-22,Umubano,respiratory,severe,19,True,False,maternal_intragroup,
GHE-19551,G-0103,2019-07-21,Umubano,respiratory,severe,22,True,True,background_seasonal,
GHE-00377,G-0003,2017-05-05,Susa,respiratory,severe,26,True,True,background_seasonal,
GHE-00379,G-0003,2017-06-01,Susa,respiratory,severe,16,True,True,background_seasonal,
GHE-00383,G-0003,2018-03-18,Susa,respiratory,severe,28,True,True,background_seasonal,
GHE-19553,G-0103,2019-08-06,Umubano,respiratory,severe,14,True,False,background_seasonal,
GHE-19561,G-0103,2019-10-26,Umubano,respiratory,severe,33,True,True,maternal_intragroup,
GHE-06821,G-0036,2016-04-16,Pablo,respiratory,severe,24,True,True,tourism_linked,2016-04-14
GHE-06827,G-0036,2017-03-10,Pablo,respiratory,severe,35,True,True,background_seasonal,
GHE-06830,G-0036,2017-05-06,Pablo,respiratory,severe,35,True,True,background_seasonal,
GHE-06845,G-0036,2018-06-01,Pablo,respiratory,severe,27,True,True,background_seasonal,
GHE-06867,G-0036,2019-10-27,Pablo,respiratory,severe,30,True,True,background_seasonal,
GHE-06889,G-0036,2021-03-15,Pablo,respiratory,severe,26,True,True,background_seasonal,
GHE-06696,G-0034,2023-09-18,Pablo,gastrointestinal,severe,18,True,True,background_seasonal,
GHE-03201,G-0023,2019-03-09,Susa,other,severe,34,True,True,background_seasonal,
GHE-03203,G-0023,2019-03-23,Susa,respiratory,severe,20,True,True,maternal_intragroup,
GHE-03204,G-0023,2019-03-27,Susa,respiratory,severe,30,True,True,background_seasonal,
GHE-03208,G-0023,2019-04-14,Susa,gastrointestinal,severe,28,True,True,background_seasonal,
GHE-03211,G-0023,2019-04-27,Susa,respiratory,severe,18,True,False,maternal_intragroup,
GHE-06726,G-0035,2016-12-11,Pablo,respiratory,severe,31,True,True,background_seasonal,
GHE-06776,G-0035,2020-11-21,Pablo,respiratory,severe,35,True,True,background_seasonal,
GHE-06778,G-0035,2020-12-19,Pablo,respiratory,severe,14,True,True,background_seasonal,
GHE-06787,G-0035,2021-11-05,Pablo,gastrointestinal,severe,28,True,True,background_seasonal,
GHE-06800,G-0035,2023-11-03,Pablo,respiratory,severe,15,True,True,background_seasonal,
GHE-06809,G-0036,2015-05-07,Pablo,respiratory,severe,17,True,True,background_seasonal,
GHE-03186,G-0023,2018-10-22,Susa,respiratory,severe,35,True,True,tourism_linked,2018-10-14
GHE-03191,G-0023,2018-12-01,Susa,respiratory,severe,27,True,False,background_seasonal,
GHE-03200,G-0023,2019-03-11,Susa,respiratory,severe,28,True,False,tourism_linked,2019-03-05
GHE-06817,G-0036,2016-02-16,Pablo,respiratory,severe,33,True,True,background_seasonal,
GHE-06561,G-0033,2020-11-20,Pablo,respiratory,severe,18,True,True,background_seasonal,
GHE-06565,G-0033,2021-04-12,Pablo,respiratory,severe,33,True,True,background_seasonal,
GHE-06566,G-0033,2021-04-16,Pablo,respiratory,severe,28,True,False,background_seasonal,
GHE-06596,G-0033,2023-09-18,Pablo,respiratory,severe,25,True,True,background_seasonal,
GHE-06600,G-0033,2023-12-15,Pablo,respiratory,severe,18,True,True,background_seasonal,
GHE-06616,G-0034,2015-11-29,Pablo,respiratory,severe,16,True,True,tourism_linked,2015-11-25
GHE-06619,G-0034,2016-03-27,Pablo,respiratory,severe,33,True,True,background_seasonal,
GHE-06631,G-0034,2017-11-22,Pablo,respiratory,severe,32,True,True,background_seasonal,
GHE-06635,G-0034,2018-02-02,Pablo,respiratory,severe,32,True,True,background_seasonal,
GHE-03223,G-0023,2019-08-19,Susa,respiratory,severe,27,True,False,tourism_linked,2019-08-16
GHE-03230,G-0023,2019-10-24,Susa,respiratory,severe,26,True,True,maternal_intragroup,
GHE-06641,G-0034,2018-09-05,Pablo,respiratory,severe,19,True,True,background_seasonal,
GHE-06651,G-0034,2019-07-30,Pablo,respiratory,severe,15,True,True,background_seasonal,
GHE-06672,G-0034,2021-05-01,Pablo,respiratory,severe,28,True,True,background_seasonal,
GHE-06677,G-0034,2021-08-26,Pablo,gastrointestinal,severe,20,True,False,background_seasonal,
GHE-06685,G-0034,2022-07-09,Pablo,respiratory,severe,29,True,True,tourism_linked,2022-06-26
GHE-06433,G-0032,2018-11-29,Pablo,respiratory,severe,29,True,True,background_seasonal,
GHE-06445,G-0032,2020-04-06,Pablo,respiratory,severe,26,True,True,background_seasonal,
GHE-06456,G-0032,2021-01-16,Pablo,respiratory,severe,28,True,True,background_seasonal,
GHE-06459,G-0032,2021-10-08,Pablo,respiratory,severe,19,True,True,background_seasonal,
GHE-06470,G-0032,2022-04-16,Pablo,respiratory,severe,33,True,False,background_seasonal,
GHE-06472,G-0032,2022-08-12,Pablo,respiratory,severe,14,True,True,tourism_linked,2022-08-07
GHE-06477,G-0032,2023-05-27,Pablo,respiratory,severe,14,True,True,background_seasonal,
GHE-06508,G-0033,2017-02-17,Pablo,gastrointestinal,severe,17,True,True,background_seasonal,
GHE-06514,G-0033,2017-06-21,Pablo,respiratory,severe,17,True,True,background_seasonal,
GHE-06516,G-0033,2017-08-31,Pablo,respiratory,severe,27,True,True,tourism_linked,2017-08-17
GHE-06519,G-0033,2017-10-30,Pablo,respiratory,severe,16,True,True,background_seasonal,
GHE-06530,G-0033,2018-06-06,Pablo,respiratory,severe,15,True,False,background_seasonal,
GHE-03233,G-0023,2019-11-22,Susa,respiratory,severe,28,True,False,background_seasonal,
GHE-06549,G-0033,2019-11-11,Pablo,respiratory,severe,31,True,True,background_seasonal,
GHE-06551,G-0033,2020-03-23,Pablo,gastrointestinal,severe,33,True,True,background_seasonal,
GHE-06553,G-0033,2020-04-16,Pablo,dermatological,severe,19,True,True,background_seasonal,
GHE-06399,G-0032,2016-09-21,Pablo,respiratory,severe,19,True,True,background_seasonal,
GHE-03249,G-0023,2020-03-08,Susa,respiratory,severe,35,True,True,background_seasonal,
GHE-03253,G-0023,2020-03-23,Susa,respiratory,severe,34,True,True,background_seasonal,
GHE-03264,G-0023,2020-06-01,Susa,respiratory,severe,24,True,True,background_seasonal,
GHE-19566,G-0103,2019-12-01,Umubano,respiratory,severe,18,True,True,maternal_intragroup,
GHE-19572,G-0103,2020-01-09,Umubano,respiratory,severe,28,True,False,tourism_linked,2020-01-03
GHE-19580,G-0103,2020-03-03,Umubano,injury,severe,31,True,False,background_seasonal,
GHE-19583,G-0103,2020-03-08,Umubano,respiratory,severe,22,True,True,maternal_intragroup,
GHE-19585,G-0103,2020-03-31,Umubano,gastrointestinal,severe,30,True,False,background_seasonal,
GHE-19589,G-0103,2020-04-10,Umubano,respiratory,severe,14,True,True,maternal_intragroup,
GHE-19593,G-0103,2020-05-02,Umubano,respiratory,severe,31,True,True,background_seasonal,
GHE-19595,G-0103,2020-05-05,Umubano,respiratory,severe,15,True,True,background_seasonal,
GHE-19599,G-0103,2020-05-16,Umubano,respiratory,severe,22,True,False,maternal_intragroup,
GHE-00366,G-0003,2016-11-01,Susa,gastrointestinal,severe,25,True,True,background_seasonal,
GHE-19613,G-0103,2020-10-06,Umubano,dermatological,severe,29,True,False,background_seasonal,
GHE-06427,G-0032,2018-07-23,Pablo,gastrointestinal,severe,35,True,True,background_seasonal,
GHE-06301,G-0031,2017-04-01,Pablo,respiratory,severe,34,True,True,background_seasonal,
GHE-06319,G-0031,2018-04-28,Pablo,respiratory,severe,28,True,False,background_seasonal,
GHE-06326,G-0031,2018-08-02,Pablo,respiratory,severe,25,True,True,background_seasonal,
GHE-06333,G-0031,2019-07-03,Pablo,respiratory,severe,15,True,False,tourism_linked,2019-06-21
GHE-06350,G-0031,2021-03-29,Pablo,respiratory,severe,20,True,True,background_seasonal,
GHE-03266,G-0023,2020-06-20,Susa,respiratory,severe,15,True,True,tourism_linked,2020-06-12
GHE-03271,G-0023,2020-07-14,Susa,dermatological,severe,15,True,True,background_seasonal,
GHE-03278,G-0023,2020-09-14,Susa,respiratory,severe,29,True,True,background_seasonal,
GHE-06362,G-0031,2022-06-25,Pablo,respiratory,severe,30,True,True,tourism_linked,2022-06-22
GHE-06363,G-0031,2022-07-24,Pablo,respiratory,severe,16,True,False,tourism_linked,2022-07-22
GHE-06365,G-0031,2022-10-19,Pablo,gastrointestinal,severe,21,True,True,background_seasonal,
GHE-06371,G-0031,2023-04-10,Pablo,respiratory,severe,14,True,True,background_seasonal,
GHE-06377,G-0031,2023-09-09,Pablo,respiratory,severe,35,True,True,tourism_linked,2023-09-05
GHE-06382,G-0032,2015-01-14,Pablo,gastrointestinal,severe,16,True,True,background_seasonal,
GHE-06389,G-0032,2015-12-27,Pablo,respiratory,severe,32,True,True,tourism_linked,2015-12-22
GHE-06390,G-0032,2016-01-09,Pablo,gastrointestinal,severe,29,True,True,background_seasonal,
GHE-06228,G-0030,2020-04-06,Pablo,respiratory,severe,28,True,True,tourism_linked,2020-03-29
GHE-06231,G-0030,2020-11-04,Pablo,gastrointestinal,severe,34,True,False,background_seasonal,
GHE-06240,G-0030,2021-03-17,Pablo,respiratory,severe,23,True,True,background_seasonal,
GHE-06241,G-0030,2021-03-29,Pablo,respiratory,severe,28,True,False,background_seasonal,
GHE-06254,G-0030,2021-11-20,Pablo,dermatological,severe,34,True,True,background_seasonal,
GHE-06258,G-0030,2022-01-20,Pablo,respiratory,severe,23,True,True,tourism_linked,2022-01-16
GHE-06265,G-0030,2022-04-29,Pablo,respiratory,severe,21,True,False,background_seasonal,
GHE-06267,G-0030,2022-12-24,Pablo,respiratory,severe,28,True,True,tourism_linked,2022-12-19
GHE-03282,G-0023,2020-10-21,Susa,respiratory,severe,26,True,True,background_seasonal,
GHE-03287,G-0023,2020-11-11,Susa,respiratory,severe,30,True,True,background_seasonal,
GHE-03290,G-0023,2020-11-28,Susa,respiratory,severe,32,True,False,background_seasonal,
GHE-06283,G-0031,2015-05-15,Pablo,respiratory,severe,15,True,False,background_seasonal,
GHE-06284,G-0031,2015-05-21,Pablo,respiratory,severe,22,True,False,background_seasonal,
GHE-06286,G-0031,2015-05-30,Pablo,respiratory,severe,16,True,True,background_seasonal,
GHE-06289,G-0031,2015-12-25,Pablo,respiratory,severe,21,True,True,background_seasonal,
GHE-06292,G-0031,2016-05-28,Pablo,other,severe,28,True,True,background_seasonal,
GHE-06197,G-0030,2017-12-31,Pablo,respiratory,severe,21,True,True,tourism_linked,2017-12-19
GHE-06198,G-0030,2017-12-28,Pablo,respiratory,severe,24,True,True,background_seasonal,
GHE-19615,G-0103,2020-10-13,Umubano,respiratory,severe,25,True,True,maternal_intragroup,
GHE-19622,G-0103,2020-11-20,Umubano,respiratory,severe,28,True,True,background_seasonal,
GHE-19637,G-0103,2021-02-07,Umubano,respiratory,severe,17,True,False,maternal_intragroup,
GHE-19642,G-0103,2021-03-02,Umubano,respiratory,severe,22,True,True,maternal_intragroup,
GHE-19647,G-0103,2021-03-15,Umubano,injury,severe,32,True,False,background_seasonal,
GHE-19653,G-0103,2021-04-18,Umubano,respiratory,severe,17,True,False,tourism_linked,2021-04-11
GHE-19654,G-0103,2021-04-14,Umubano,respiratory,severe,23,True,False,maternal_intragroup,
GHE-19655,G-0103,2021-04-26,Umubano,respiratory,severe,26,True,True,tourism_linked,2021-04-18
GHE-19658,G-0103,2021-04-28,Umubano,respiratory,severe,33,True,False,maternal_intragroup,
GHE-19676,G-0103,2021-09-08,Umubano,respiratory,severe,35,True,True,tourism_linked,2021-08-31
GHE-19683,G-0103,2021-11-17,Umubano,respiratory,severe,23,True,True,maternal_intragroup,
GHE-19688,G-0103,2021-12-14,Umubano,respiratory,severe,31,True,True,maternal_intragroup,
GHE-19695,G-0103,2022-02-07,Umubano,respiratory,severe,23,True,True,background_seasonal,
GHE-06200,G-0030,2018-02-25,Pablo,gastrointestinal,severe,17,True,False,background_seasonal,
GHE-06088,G-0029,2021-02-07,Pablo,other,severe,23,True,True,background_seasonal,
GHE-06101,G-0029,2021-06-20,Pablo,respiratory,severe,27,True,True,tourism_linked,2021-06-13
GHE-03314,G-0023,2021-04-25,Susa,respiratory,severe,25,True,True,tourism_linked,2021-04-13
GHE-03318,G-0023,2021-05-04,Susa,respiratory,severe,33,True,True,maternal_intragroup,
GHE-03326,G-0023,2021-06-19,Susa,respiratory,severe,20,True,True,background_seasonal,
GHE-03327,G-0023,2021-07-08,Susa,respiratory,severe,27,True,True,maternal_intragroup,
GHE-06115,G-0029,2022-01-21,Pablo,respiratory,severe,33,True,True,background_seasonal,
GHE-06123,G-0029,2022-05-03,Pablo,gastrointestinal,severe,17,True,True,background_seasonal,
GHE-06145,G-0029,2023-05-14,Pablo,respiratory,severe,20,True,True,background_seasonal,
GHE-06153,G-0029,2023-10-09,Pablo,respiratory,severe,28,True,True,background_seasonal,
GHE-06157,G-0029,2023-10-25,Pablo,respiratory,severe,33,True,False,background_seasonal,
GHE-06167,G-0030,2015-06-02,Pablo,respiratory,severe,22,True,False,background_seasonal,
GHE-06168,G-0030,2015-09-14,Pablo,respiratory,severe,14,True,True,background_seasonal,
GHE-06173,G-0030,2016-04-08,Pablo,respiratory,severe,23,True,True,background_seasonal,
GHE-06174,G-0030,2016-07-24,Pablo,respiratory,severe,27,True,True,tourism_linked,2016-07-13
GHE-03303,G-0023,2021-03-07,Susa,respiratory,severe,26,True,True,tourism_linked,2021-02-22
GHE-03330,G-0023,2021-07-29,Susa,respiratory,severe,34,True,False,tourism_linked,2021-07-26
GHE-03344,G-0023,2021-12-24,Susa,respiratory,severe,29,True,False,maternal_intragroup,
GHE-06066,G-0029,2020-06-03,Pablo,gastrointestinal,severe,16,True,True,background_seasonal,
GHE-19711,G-0103,2022-05-06,Umubano,respiratory,severe,18,True,True,tourism_linked,2022-05-02
GHE-19722,G-0103,2022-10-11,Umubano,respiratory,severe,28,True,True,maternal_intragroup,
GHE-19725,G-0103,2022-10-23,Umubano,respiratory,severe,33,True,True,background_seasonal,
GHE-19727,G-0103,2022-11-05,Umubano,respiratory,severe,18,True,True,tourism_linked,2022-10-28
GHE-19728,G-0103,2022-11-03,Umubano,respiratory,severe,29,True,True,maternal_intragroup,
GHE-19730,G-0103,2022-11-15,Umubano,respiratory,severe,33,True,True,background_seasonal,
GHE-19739,G-0103,2022-12-15,Umubano,gastrointestinal,severe,18,True,False,background_seasonal,
GHE-19758,G-0103,2023-04-03,Umubano,respiratory,severe,14,True,True,maternal_intragroup,
GHE-06071,G-0029,2020-08-06,Pablo,respiratory,severe,30,True,True,tourism_linked,2020-07-23
GHE-06074,G-0029,2020-08-30,Pablo,gastrointestinal,severe,14,True,False,background_seasonal,
GHE-06080,G-0029,2020-12-15,Pablo,injury,severe,20,True,True,background_seasonal,
GHE-06086,G-0029,2021-01-28,Pablo,respiratory,severe,33,True,True,background_seasonal,
GHE-06087,G-0029,2021-02-14,Pablo,respiratory,severe,22,True,True,tourism_linked,2021-02-01
GHE-05998,G-0029,2017-03-26,Pablo,injury,severe,31,True,True,background_seasonal,
GHE-06000,G-0029,2017-04-15,Pablo,other,severe,23,True,True,background_seasonal,
GHE-06004,G-0029,2017-05-23,Pablo,gastrointestinal,severe,35,True,False,background_seasonal,
GHE-06010,G-0029,2017-09-16,Pablo,respiratory,severe,17,True,True,tourism_linked,2017-09-10
GHE-06016,G-0029,2017-12-16,Pablo,injury,severe,17,True,False,background_seasonal,
GHE-03347,G-0023,2022-01-08,Susa,respiratory,severe,24,True,False,maternal_intragroup,
GHE-03351,G-0023,2022-01-15,Susa,respiratory,severe,22,True,False,maternal_intragroup,
GHE-03356,G-0023,2022-03-12,Susa,respiratory,severe,24,True,True,background_seasonal,
GHE-06024,G-0029,2018-04-10,Pablo,other,severe,31,True,True,background_seasonal,
GHE-06028,G-0029,2018-05-11,Pablo,respiratory,severe,19,True,True,background_seasonal,
GHE-06029,G-0029,2018-07-06,Pablo,respiratory,severe,30,True,False,background_seasonal,
GHE-06032,G-0029,2018-11-14,Pablo,injury,severe,22,True,True,background_seasonal,
GHE-06040,G-0029,2019-02-26,Pablo,respiratory,severe,32,True,True,background_seasonal,
GHE-06052,G-0029,2019-10-10,Pablo,other,severe,32,True,True,background_seasonal,
GHE-06053,G-0029,2019-10-11,Pablo,respiratory,severe,30,True,False,background_seasonal,
GHE-06061,G-0029,2020-03-20,Pablo,injury,severe,28,True,False,background_seasonal,
GHE-05967,G-0029,2015-12-30,Pablo,respiratory,severe,15,True,True,tourism_linked,2015-12-22
GHE-03362,G-0023,2022-03-28,Susa,respiratory,severe,32,True,False,background_seasonal,
GHE-03369,G-0023,2022-05-07,Susa,respiratory,severe,33,True,False,maternal_intragroup,
GHE-05978,G-0029,2016-05-28,Pablo,respiratory,severe,24,True,True,background_seasonal,
GHE-05979,G-0029,2016-05-31,Pablo,respiratory,severe,27,True,False,background_seasonal,
GHE-19764,G-0103,2023-05-14,Umubano,respiratory,severe,21,True,True,maternal_intragroup,
GHE-19771,G-0103,2023-07-13,Umubano,respiratory,severe,14,True,False,tourism_linked,2023-07-04
GHE-19772,G-0103,2023-07-23,Umubano,respiratory,severe,20,True,True,maternal_intragroup,
GHE-19783,G-0103,2023-11-28,Umubano,respiratory,severe,22,True,True,background_seasonal,
GHE-19785,G-0103,2023-12-07,Umubano,respiratory,severe,28,True,True,maternal_intragroup,
GHE-19786,G-0103,2023-12-26,Umubano,respiratory,severe,18,True,True,tourism_linked,2023-12-16
GHE-19787,G-0103,2023-12-21,Umubano,respiratory,severe,16,True,False,maternal_intragroup,
GHE-00305,G-0002,2021-01-27,Susa,respiratory,severe,16,True,False,background_seasonal,
GHE-19809,G-0104,2015-04-30,Umubano,respiratory,severe,19,True,True,background_seasonal,
GHE-05987,G-0029,2016-10-29,Pablo,respiratory,severe,16,True,True,tourism_linked,2016-10-22
GHE-05988,G-0029,2016-11-08,Pablo,respiratory,severe,25,True,True,tourism_linked,2016-10-26
GHE-05879,G-0028,2022-11-23,Susa,respiratory,severe,18,True,False,maternal_intragroup,
GHE-05881,G-0028,2022-12-07,Susa,respiratory,severe,34,True,True,maternal_intragroup,
GHE-05896,G-0028,2023-03-13,Susa,respiratory,severe,20,True,True,maternal_intragroup,
GHE-03380,G-0023,2022-07-04,Susa,respiratory,severe,34,True,False,maternal_intragroup,
GHE-03383,G-0023,2022-07-11,Susa,respiratory,severe,18,True,True,maternal_intragroup,
GHE-03392,G-0023,2022-10-02,Susa,respiratory,severe,31,True,False,background_seasonal,
GHE-05914,G-0028,2023-05-25,Susa,respiratory,severe,34,True,False,background_seasonal,
GHE-05919,G-0028,2023-07-01,Susa,respiratory,severe,25,True,False,background_seasonal,
GHE-05920,G-0028,2023-07-26,Susa,respiratory,severe,19,True,True,tourism_linked,2023-07-15
GHE-05925,G-0028,2023-08-29,Susa,respiratory,severe,18,True,True,tourism_linked,2023-08-16
GHE-05926,G-0028,2023-09-05,Susa,respiratory,severe,34,True,True,maternal_intragroup,
GHE-05934,G-0028,2023-11-29,Susa,respiratory,severe,34,True,True,background_seasonal,
GHE-05940,G-0029,2015-01-11,Pablo,respiratory,severe,22,True,False,background_seasonal,
GHE-05956,G-0029,2015-07-31,Pablo,respiratory,severe,27,True,True,background_seasonal,
GHE-05962,G-0029,2015-11-28,Pablo,respiratory,severe,33,True,False,background_seasonal,
GHE-05964,G-0029,2015-12-05,Pablo,respiratory,severe,14,True,False,background_seasonal,
GHE-03408,G-0023,2023-01-17,Susa,other,severe,25,True,True,background_seasonal,
GHE-05861,G-0028,2022-07-27,Susa,respiratory,severe,18,True,True,tourism_linked,2022-07-24
GHE-05870,G-0028,2022-10-21,Susa,respiratory,severe,23,True,True,background_seasonal,
GHE-19822,G-0104,2015-06-24,Umubano,respiratory,severe,18,True,False,maternal_intragroup,
GHE-19836,G-0104,2015-11-13,Umubano,respiratory,severe,33,True,False,maternal_intragroup,
GHE-19839,G-0104,2015-12-08,Umubano,respiratory,severe,29,True,True,maternal_intragroup,
GHE-00289,G-0002,2019-08-16,Susa,dermatological,severe,16,True,False,background_seasonal,
GHE-00296,G-0002,2020-03-26,Susa,respiratory,severe,30,True,True,background_seasonal,
GHE-00302,G-0002,2020-11-30,Susa,respiratory,severe,35,True,True,background_seasonal,
GHE-19843,G-0104,2016-01-11,Umubano,respiratory,severe,19,True,True,maternal_intragroup,
GHE-19846,G-0104,2016-03-01,Umubano,respiratory,severe,19,True,True,maternal_intragroup,
GHE-19849,G-0104,2016-03-10,Umubano,respiratory,severe,18,True,True,maternal_intragroup,
GHE-19850,G-0104,2016-03-12,Umubano,respiratory,severe,31,True,True,maternal_intragroup,
GHE-05874,G-0028,2022-11-09,Susa,respiratory,severe,19,True,True,background_seasonal,
GHE-05878,G-0028,2022-11-22,Susa,respiratory,severe,17,True,True,maternal_intragroup,
GHE-05752,G-0028,2020-05-19,Susa,gastrointestinal,severe,22,True,True,background_seasonal,
GHE-05755,G-0028,2020-06-02,Susa,respiratory,severe,33,True,True,background_seasonal,
GHE-05760,G-0028,2020-06-07,Susa,respiratory,severe,31,True,False,background_seasonal,
GHE-05761,G-0028,2020-06-12,Susa,respiratory,severe,16,True,True,background_seasonal,
GHE-05770,G-0028,2020-10-15,Susa,respiratory,severe,25,True,True,maternal_intragroup,
GHE-03414,G-0023,2023-03-06,Susa,respiratory,severe,29,True,True,background_seasonal,
GHE-03421,G-0023,2023-04-29,Susa,respiratory,severe,27,True,False,background_seasonal,
GHE-05802,G-0028,2021-06-30,Susa,respiratory,severe,17,True,False,maternal_intragroup,
GHE-05809,G-0028,2021-08-09,Susa,respiratory,severe,28,True,True,background_seasonal,
GHE-05814,G-0028,2021-10-30,Susa,respiratory,severe,31,True,True,tourism_linked,2021-10-22
GHE-05828,G-0028,2021-12-25,Susa,respiratory,severe,27,True,False,maternal_intragroup,
GHE-05834,G-0028,2022-02-09,Susa,respiratory,severe,17,True,True,background_seasonal,
GHE-05835,G-0028,2022-02-17,Susa,respiratory,severe,35,True,True,tourism_linked,2022-02-15
GHE-05851,G-0028,2022-05-19,Susa,respiratory,severe,31,True,True,background_seasonal,
GHE-03394,G-0023,2022-10-09,Susa,respiratory,severe,33,True,True,maternal_intragroup,
GHE-03400,G-0023,2022-11-16,Susa,respiratory,severe,30,True,True,background_seasonal,
GHE-03438,G-0023,2023-09-03,Susa,respiratory,severe,15,True,True,maternal_intragroup,
GHE-03439,G-0023,2023-09-12,Susa,respiratory,severe,19,True,True,tourism_linked,2023-09-05
GHE-05730,G-0028,2020-01-03,Susa,respiratory,severe,35,True,True,tourism_linked,2019-12-28
GHE-19851,G-0104,2016-03-11,Umubano,respiratory,severe,35,True,True,background_seasonal,
GHE-19852,G-0104,2016-03-22,Umubano,respiratory,severe,14,True,True,tourism_linked,2016-03-16
GHE-19855,G-0104,2016-04-03,Umubano,respiratory,severe,21,True,True,background_seasonal,
GHE-19864,G-0104,2016-05-02,Umubano,injury,severe,25,True,False,background_seasonal,
GHE-19872,G-0104,2016-06-02,Umubano,respiratory,severe,35,True,True,background_seasonal,
GHE-19884,G-0104,2016-10-03,Umubano,respiratory,severe,27,True,False,maternal_intragroup,
GHE-19885,G-0104,2016-10-05,Umubano,respiratory,severe,15,True,True,background_seasonal,
GHE-19895,G-0104,2016-11-09,Umubano,respiratory,severe,15,True,True,background_seasonal,
GHE-19896,G-0104,2016-11-19,Umubano,respiratory,severe,20,True,False,tourism_linked,2016-11-08
GHE-19906,G-0104,2016-12-31,Umubano,injury,severe,26,True,False,background_seasonal,
GHE-19909,G-0104,2017-01-17,Umubano,respiratory,severe,27,True,True,maternal_intragroup,
GHE-05738,G-0028,2020-03-21,Susa,respiratory,severe,21,True,True,background_seasonal,
GHE-05746,G-0028,2020-04-27,Susa,respiratory,severe,17,True,True,tourism_linked,2020-04-17
GHE-03441,G-0023,2023-10-07,Susa,respiratory,severe,32,True,False,background_seasonal,
GHE-03447,G-0023,2023-11-09,Susa,respiratory,severe,18,True,True,tourism_linked,2023-10-26
GHE-03448,G-0023,2023-11-11,Susa,respiratory,severe,29,True,True,tourism_linked,2023-10-29
GHE-03449,G-0023,2023-11-08,Susa,respiratory,severe,29,True,True,maternal_intragroup,
GHE-05668,G-0028,2019-01-20,Susa,respiratory,severe,31,True,True,maternal_intragroup,
GHE-05669,G-0028,2019-01-23,Susa,respiratory,severe,21,True,True,background_seasonal,
GHE-05675,G-0028,2019-02-26,Susa,respiratory,severe,16,True,True,maternal_intragroup,
GHE-05684,G-0028,2019-04-15,Susa,respiratory,severe,35,True,True,background_seasonal,
GHE-05718,G-0028,2019-11-11,Susa,respiratory,severe,18,True,True,background_seasonal,
GHE-05723,G-0028,2019-12-14,Susa,respiratory,severe,29,True,True,maternal_intragroup,
GHE-05727,G-0028,2019-12-22,Susa,respiratory,severe,22,True,True,maternal_intragroup,
GHE-03425,G-0023,2023-05-11,Susa,respiratory,severe,35,True,True,maternal_intragroup,
GHE-03426,G-0023,2023-05-14,Susa,gastrointestinal,severe,28,True,False,background_seasonal,
GHE-03432,G-0023,2023-06-28,Susa,gastrointestinal,severe,18,True,True,background_seasonal,
GHE-03433,G-0023,2023-07-04,Susa,respiratory,severe,18,True,True,tourism_linked,2023-06-24
GHE-05556,G-0028,2017-02-12,Susa,respiratory,severe,30,True,False,maternal_intragroup,
GHE-05561,G-0028,2017-03-21,Susa,respiratory,severe,29,True,True,tourism_linked,2017-03-11
GHE-05565,G-0028,2017-05-19,Susa,respiratory,severe,25,True,True,background_seasonal,
GHE-05579,G-0028,2017-08-30,Susa,respiratory,severe,22,True,True,tourism_linked,2017-08-21
GHE-05581,G-0028,2017-09-07,Susa,respiratory,severe,28,True,True,tourism_linked,2017-09-01
GHE-03467,G-0024,2015-04-10,Susa,other,severe,14,True,True,background_seasonal,
GHE-05585,G-0028,2017-10-03,Susa,respiratory,severe,18,True,True,background_seasonal,
GHE-05594,G-0028,2017-11-14,Susa,respiratory,severe,33,True,True,maternal_intragroup,
GHE-05595,G-0028,2017-11-15,Susa,respiratory,severe,20,True,True,maternal_intragroup,
GHE-05603,G-0028,2017-12-04,Susa,respiratory,severe,14,True,True,maternal_intragroup,
GHE-05613,G-0028,2018-01-23,Susa,respiratory,severe,23,True,True,tourism_linked,2018-01-12
GHE-05622,G-0028,2018-03-23,Susa,respiratory,severe,27,True,True,background_seasonal,
GHE-05625,G-0028,2018-04-03,Susa,respiratory,severe,32,True,True,background_seasonal,
GHE-05642,G-0028,2018-06-20,Susa,respiratory,severe,24,True,False,maternal_intragroup,
GHE-05650,G-0028,2018-09-19,Susa,respiratory,severe,15,True,True,tourism_linked,2018-09-16
GHE-05655,G-0028,2018-10-21,Susa,respiratory,severe,25,True,False,maternal_intragroup,
